ID_Mestre,SMILES,4EY7_Eficacia,5W8K_Risco_ML,Indice_Seletividade,Fitness_Score,Origem_Historica
MOL_H_01224,CCc1c(C)c(C2CCC(C)C2C(N)=O)nc(C2C(C)CCC2C(N)=O)c1Cl,-6.925,-5.257267000000002,1.6677329999999977,-3.2449130999999984,Gen 132 (Human)
MOL_H_01225,CCc1c(C)c(C(N)=O)nc(-c2nc(C(F)(F)F)c(F)c(C)c2C)c1F,-7.269,-5.7495460000000005,1.5194539999999996,-3.2443178,Gen 182 (Human)
MOL_H_01226,Cc1nc(CC(C)C)c(C)c(-c2nc(C(N)=O)c(Cl)c(C)c2C)c1F,-7.363,-5.884631000000001,1.4783689999999998,-3.2437583000000005,Gen 178 (Human)
MOL_H_01227,CCc1c(C)c(C2CCC(C)C2CC)nc(C(N)=O)c1F,-6.829,-5.122398000000001,1.7066019999999984,-3.2433213999999992,Gen 126 (Human)
MOL_H_01228,CCc1nc(C(N)=O)c(C)c(-c2nc(C(F)(F)F)c(F)c(C)c2C)c1F,-7.268,-5.7495460000000005,1.5184539999999993,-3.2433178,Gen 182 (Human)
MOL_H_01229,CC(C)c1c(C2CCC(C)C2C(N)=O)nc(C(C)C(C)C)c(F)c1C(N)=O,-6.879,-5.193923000000002,1.685076999999998,-3.2432538999999987,Gen 182 (Human)
MOL_H_01230,COc1c(F)c(-c2ccnc(C)c2C(F)(F)F)nc(C)c1C(N)=O,-6.961,-5.311304,1.6496960000000005,-3.2430872000000006,Gen 6 (Human)
MOL_H_01231,CC(C)Cc1nc(C(F)(F)F)c(F)c(C(F)(F)F)c1C(N)=O,-6.841,-5.140993000000002,1.7000069999999985,-3.2423049,Gen 164 (Human)
MOL_H_01232,Cc1c(-c2nc(C(C)C)c(C)c(C(N)=O)c2F)nc(C(F)(F)F)c(F)c1C,-7.424,-5.97395,1.45005,-3.242235,Gen 157 (Human)
MOL_H_01233,COc1c(C)nc(C)c(C2CCC(C)C2C(=O)CC(C)C)c1C(N)=O,-6.803,-5.088896000000002,1.714103999999998,-3.240772799999999,Gen 16 (Human)
MOL_H_01234,CCc1nc(C(F)(F)F)c(C)c(C2CCC(C)C2C(N)=O)c1F,-6.881,-5.200604000000001,1.6803959999999991,-3.2405772,Gen 117 (Human)
MOL_H_01235,Cc1nc(C(F)(F)F)c(C)c(-c2nc(C(N)=O)c(Cl)c(C)c2C)c1F,-7.33,-5.8455140000000005,1.4844859999999995,-3.2381402,Gen 178 (Human)
MOL_H_01236,CCOc1c(C)ncc(C(F)(F)F)c1-c1c(F)c(C(N)=O)nc(C)c1C(F)(F)F,-7.415,-5.968467000000001,1.4465329999999987,-3.237073099999999,Gen 6 (Human)
MOL_H_01237,CCc1nc(-c2nc(C(N)=O)c(F)c(CC)c2C)c(C)c(C)c1F,-7.094,-5.509920000000001,1.5840799999999993,-3.237056,Gen 131 (Human)
MOL_H_01238,CCC(C(=O)C1CCC(C)C1c1nc(C)c(OC)c(C(N)=O)c1F)C(C)C,-6.957,-5.316303000000002,1.6406969999999976,-3.2355878999999987,Gen 25 (Human)
MOL_H_01239,Cc1c(C(N)=O)nc(C(N)=O)c(F)c1C1CCC(C)C1CC(C)C,-6.588,-4.789588000000001,1.798411999999999,-3.2352883999999995,Gen 151 (Human)
MOL_H_01240,COC1CCC(C)C1c1nc(C)c(C(F)(F)F)c(C(N)=O)c1Cl,-6.873,-5.197273000000001,1.6757269999999993,-3.2349089,Gen 34 (Human)
MOL_H_01241,CCC1CCC(C)C1c1c(F)c(C(N)=O)nc(C)c1C(F)(F)F,-6.988,-5.362024000000002,1.6259759999999988,-3.2345831999999994,Gen 106 (Human)
MOL_H_01242,Cc1nc(CC(C)C)c(C)c(-c2nc(C(N)=O)c(C)c(C)c2Cl)c1F,-7.353,-5.884631000000001,1.4683689999999991,-3.2337583,Gen 184 (Human)
MOL_H_01243,CCc1c(F)c(C(N)=O)nc(C)c1C1CCC(C)C1C(F)(F)F,-6.912,-5.255589000000001,1.6564109999999983,-3.233087699999999,Gen 124 (Human)
MOL_H_01244,Cc1nc(C(N)=O)c(C)c(-c2nc(CC(C)C)c(Cl)c(C)c2C)c1F,-7.352,-5.884631000000001,1.4673689999999997,-3.2327583000000004,Gen 178 (Human)
MOL_H_01245,CCC1C(C)CCC1c1nc(C(N)=O)c(F)c(C(F)(F)F)c1C,-6.986,-5.362024000000002,1.623975999999998,-3.2325831999999988,Gen 124 (Human)
MOL_H_01246,CC(C)c1nc(C(F)(F)F)c(F)c(C(N)=O)c1C(F)(F)F,-6.792,-5.086654,1.7053459999999996,-3.2313422,Gen 115 (Human)
MOL_H_01247,COc1nc(C)c(C(F)(F)F)c(C2C(C)CCC2C(N)=O)c1Cl,-6.868,-5.195943000000001,1.6720569999999997,-3.2308399000000003,Gen 19 (Human)
MOL_H_01248,CCc1nc(C2C(C)CCC2C(N)=O)c(F)c(C)c1C,-6.621,-4.844031000000001,1.7769689999999994,-3.2301783,Gen 173 (Human)
MOL_H_01249,CCc1nc(C2CCC(C)C2CC)c(F)c(C(N)=O)c1C,-6.815,-5.122398000000001,1.692601999999999,-3.2293214,Gen 150 (Human)
MOL_H_01250,CCc1nc(-c2nc(C(F)(F)F)c(F)c(C)c2C)c(C)c(C(N)=O)c1F,-7.253,-5.7495460000000005,1.5034539999999996,-3.2283178,Gen 160 (Human)
MOL_H_01251,COc1c(C)nc(C(=O)CC(C)C)c(F)c1C1CCC(C)C1C(N)=O,-6.754,-5.037560000000002,1.7164399999999975,-3.2277079999999985,Gen 40 (Human)
MOL_H_01252,CCC(C(=O)c1c(C)nc(C2CCC(C)C2C(N)=O)c(Cl)c1OC)C(C)C,-7.098,-5.529218000000002,1.568781999999998,-3.227547399999999,Gen 72 (Human)
MOL_H_01253,CCCCC(C)c1c(C2CCC(C)C2C(N)=O)nc(C(N)=O)c(F)c1C(F)(F)F,-7.024,-5.424169000000002,1.5998309999999982,-3.227081699999999,Gen 120 (Human)
MOL_H_01254,CCc1c(-c2c(-c3c(C)ncc(F)c3C(N)=O)ccnc2C)ccnc1C,-7.468,-6.059509000000001,1.4084909999999988,-3.2263437,Gen 2 (Human)
MOL_H_01255,CCc1nc(C2CCC(C)C2C(N)=O)c(C(C)C)c(C(N)=O)c1Cl,-6.657,-4.903691000000001,1.753308999999999,-3.2244162999999992,Gen 161 (Human)
MOL_H_01256,Cc1nc(C(F)(F)F)c(C(N)=O)c(C(F)(F)F)c1C(=O)CC(C)C,-6.868,-5.207744000000002,1.6602559999999986,-3.2225792,Gen 60 (Human)
MOL_H_01257,Cc1c(C(C)C)nc(C(F)(F)F)c(F)c1C1CCC(C)C1C(N)=O,-7.02,-5.425008000000002,1.5949919999999975,-3.222494399999998,Gen 117 (Human)
MOL_H_01258,Cc1c(C2C(C)CCC2C(F)(F)F)nc(C(F)(F)F)c(F)c1C(N)=O,-7.069,-5.495215000000001,1.573784999999999,-3.2223494999999995,Gen 110 (Human)
MOL_H_01259,CC(C)Cc1c(C(N)=O)nc(C(N)=O)c(F)c1C(C)C,-6.214,-4.274592,1.939408,-3.2217856000000005,Gen 169 (Human)
MOL_H_01260,COC1CCC(C)C1c1c(C)nc(C(=O)CC(C)C)c(Cl)c1C(N)=O,-6.897,-5.251805000000001,1.6451949999999993,-3.2207365,Gen 42 (Human)
MOL_H_01261,CCc1c(C)c(C(N)=O)nc(-c2nc(C(F)(F)F)c(C)c(C)c2F)c1F,-7.241,-5.7495460000000005,1.4914539999999992,-3.2163178,Gen 136 (Human)
MOL_H_01262,Cc1c(C2CCC(C)C2C(N)=O)nc(C(F)(F)F)c(Cl)c1C,-6.923,-5.296572000000002,1.626427999999998,-3.2153995999999987,Gen 132 (Human)
MOL_H_01263,COC1CCC(C)C1c1nc(C)c(C(=O)C(C)C(C)C)c(C(N)=O)c1F,-6.822,-5.153044000000002,1.668955999999998,-3.214869199999999,Gen 11 (Human)
MOL_H_01264,COC1CCC(C)C1c1c(-c2c(C)ncc(F)c2C(N)=O)ccnc1C,-7.075,-5.5149870000000005,1.5600129999999996,-3.2145091,Gen 2 (Human)
MOL_H_01265,CCc1c(C)nc(C(N)=O)c(F)c1C1CCC(C)C1C(F)(F)F,-6.892,-5.255589000000001,1.636410999999999,-3.2130876999999995,Gen 124 (Human)
MOL_H_01266,CCc1c(C)c(C(N)=O)nc(C2C(C)CCC2C(F)(F)F)c1F,-6.892,-5.255589000000001,1.636410999999999,-3.2130876999999995,Gen 126 (Human)
MOL_H_01267,COC1C(C)CCC1c1c(Cl)c(C(F)(F)F)nc(C)c1C(N)=O,-6.849,-5.197273000000001,1.6517269999999993,-3.2109089,Gen 57 (Human)
MOL_H_01268,Cc1nc(-c2nc(C(F)(F)F)c(C)c(C(F)(F)F)c2F)c(C)c(C(N)=O)c1F,-7.403,-5.989172,1.4138279999999996,-3.2105796,Gen 146 (Human)
MOL_H_01269,Cc1nc(C(F)(F)F)c(Cl)c(C2C(C)CCC2C(N)=O)c1C(F)(F)F,-7.167,-5.653145000000002,1.5138549999999975,-3.2097984999999984,Gen 30 (Human)
MOL_H_01270,CCCc1nc(C2CCC(C)C2C(N)=O)c(C(C)C)c(C(N)=O)c1Cl,-6.757,-5.0682800000000015,1.6887199999999982,-3.209203999999999,Gen 173 (Human)
MOL_H_01271,Cc1nc(C2CCC(C)C2C(F)(F)F)c(F)c(C(N)=O)c1C(=O)CC(C)C,-7.094,-5.549747000000002,1.5442529999999983,-3.2091771,Gen 31 (Human)
MOL_H_01272,CC(C)CC(=O)C1C(C)CCC1C(N)=O,-5.907,-3.8543499999999993,2.0526500000000008,-3.208955000000001,Gen 23 (Human)
MOL_H_01273,COc1c(C(F)(F)F)nc(C)c(C(N)=O)c1C(F)(F)F,-6.494,-4.69601,1.7979899999999995,-3.206793,Gen 37 (Human)
MOL_H_01274,Cc1nc(C2CCC(C)C2C(N)=O)c(F)c(C(=O)CC(C)C)c1C(F)(F)F,-7.052,-5.4947620000000015,1.557237999999998,-3.205666599999999,Gen 44 (Human)
MOL_H_01275,CCC1CCC(C)C1c1nc(C2CCC(C)C2C(N)=O)c(F)c(C)c1C,-7.195,-5.700378000000002,1.494621999999998,-3.204735399999999,Gen 133 (Human)
MOL_H_01276,COc1nc(C)c(C2CCC(C)C2C(F)(F)F)c(C(N)=O)c1F,-6.731,-5.038013,1.6929869999999996,-3.2043909,Gen 20 (Human)
MOL_H_01277,COC1C(C)CCC1c1c(C)nc(C(N)=O)c(Cl)c1C(F)(F)F,-6.842,-5.197273000000001,1.6447269999999987,-3.203908899999999,Gen 65 (Human)
MOL_H_01278,CC(C)Cc1c(C2CCC(C)C2C(N)=O)nc(C(N)=O)c(Cl)c1C(F)(F)F,-6.842,-5.197656000000001,1.6443439999999985,-3.203640799999999,Gen 160 (Human)
MOL_H_01279,Cc1nc(C(F)(F)F)c(Cl)c(C(N)=O)c1C1C(C)CCC1C(F)(F)F,-7.199,-5.7081300000000015,1.4908699999999984,-3.203308999999999,Gen 30 (Human)
MOL_H_01280,Cc1c(Cl)c(C2C(C)CCC2C(N)=O)nc(C(N)=O)c1C(C)C,-6.552,-4.786744000000001,1.7652559999999982,-3.2012791999999988,Gen 134 (Human)
MOL_H_01281,Cc1c(C2C(C)CCC2CC(C)C)nc(C(N)=O)c(F)c1C(N)=O,-6.552,-4.789588000000001,1.7624119999999983,-3.199288399999999,Gen 181 (Human)
MOL_H_01282,Cc1c(C(N)=O)nc(C2CCC(C)C2C(C)C)c(Cl)c1C,-6.932,-5.332520000000002,1.599479999999998,-3.199235999999999,Gen 144 (Human)
MOL_H_01283,Cc1nc(-c2nc(C(F)(F)F)c(F)c(C)c2C)c(C)c(C(N)=O)c1F,-7.142,-5.632599000000001,1.5094009999999995,-3.1991807,Gen 175 (Human)
MOL_H_01284,Cc1nc(C(N)=O)c(C)c(C2CCC(C)C2CC(C)C)c1F,-6.898,-5.284194000000001,1.6138059999999983,-3.199064199999999,Gen 171 (Human)
MOL_H_01285,COc1c(C)nc(C)c(C(N)=O)c1C(F)(F)F,-6.236,-4.339437,1.896563,-3.1983941,Gen 16 (Human)
MOL_H_01286,Cc1c(-c2nc(C(C)C)c(C)c(C(N)=O)c2F)nc(CC(C)C)c(F)c1C,-7.405,-6.013067000000001,1.391932999999999,-3.1958531,Gen 157 (Human)
MOL_H_01287,Cc1nc(C(F)(F)F)c(Cl)c(C(N)=O)c1C(F)(F)F,-6.666,-4.9582180000000005,1.707782,-3.1952474000000004,Gen 30 (Human)
MOL_H_01288,CCc1nc(CC)c(C(F)(F)F)c(C(N)=O)c1F,-6.431,-4.622624,1.808376,-3.1951632,Gen 106 (Human)
MOL_H_01289,CCC1C(C)CCC1C(N)=O,-5.8,-3.721612,2.078388,-3.1948716,Gen 150 (Human)
MOL_H_01290,CC(C)c1nc(C(N)=O)c(F)c(C(C)C)c1C(N)=O,-6.149,-4.220253000000001,1.9287469999999989,-3.1948228999999992,Gen 159 (Human)
MOL_H_01291,CCc1nc(C(N)=O)c(F)c(-c2nc(C(C)C)c(F)c(C)c2C)c1C,-7.207,-5.734324000000001,1.472675999999999,-3.192973199999999,Gen 149 (Human)
MOL_H_01292,CCc1nc(C(N)=O)c(F)c(-c2nc(CC)c(F)c(C)c2C)c1C,-7.049,-5.509920000000001,1.5390799999999991,-3.192056,Gen 131 (Human)
MOL_H_01293,CCc1nc(C(N)=O)c(F)c(C2CCC(C)C2CC(C)C)c1C,-6.972,-5.401141000000002,1.570858999999999,-3.1912012999999995,Gen 171 (Human)
MOL_H_01294,CC(C)CC(=O)C1CCC(C)C1C(N)=O,-5.889,-3.8543499999999993,2.034650000000001,-3.190955000000001,Gen 24 (Human)
MOL_H_01295,Cc1nc(-c2c(C)c(C(F)(F)F)nc(C(F)(F)F)c2F)c(C)c(C(N)=O)c1F,-7.383,-5.989171999999999,1.393828000000001,-3.1905796000000013,Gen 165 (Human)
MOL_H_01296,Cc1c(-c2nc(C(N)=O)c(C)c(C(C)C)c2F)nc(C(F)(F)F)c(F)c1C,-7.372,-5.97395,1.3980499999999996,-3.1902349999999995,Gen 154 (Human)
MOL_H_01297,Cc1nc(-c2nc(C(N)=O)c(F)c(C)c2C)c(C)c(C2C(C)CCC2C(F)(F)F)c1F,-7.927,-6.382511000000001,1.544488999999999,-3.1889354743949987,Gen 175 (Human)
MOL_H_01298,Cc1nc(-c2nc(C(F)(F)F)c(F)c(C(F)(F)F)c2C)c(C)c(C(N)=O)c1F,-7.38,-5.989172,1.390828,-3.1875796000000003,Gen 155 (Human)
MOL_H_01299,CCOc1nc(C)c(C(N)=O)c(C(F)(F)F)c1Cl,-6.452,-4.665605,1.7863949999999995,-3.1860765,Gen 18 (Human)
MOL_H_01300,Cc1c(C(N)=O)nc(C(F)(F)F)c(F)c1C1CCC(C)C1CC(C)C,-7.134,-5.640767000000002,1.4932329999999985,-3.1854631,Gen 151 (Human)
MOL_H_01301,CCC(C(=O)c1c(Cl)c(C2CCC(C)C2C(N)=O)nc(C)c1OC)C(C)C,-7.054,-5.529218000000002,1.5247819999999983,-3.1835474,Gen 64 (Human)
MOL_H_01302,Cc1c(C(N)=O)nc(C2CCC(C)C2c2nc(C(F)(F)F)c(C)c(C)c2F)c(F)c1C,-7.877,-6.367496000000001,1.5095039999999988,-3.1832302499199985,Gen 128 (Human)
MOL_H_01303,COc1c(C)nc(C(F)(F)F)c(F)c1C1C(C)CCC1c1c(C(N)=O)ccnc1C,-7.413,-6.046201000000002,1.3667989999999983,-3.1806592999999994,Gen 4 (Human)
MOL_H_01304,Cc1c(C(N)=O)nc(-c2nc(C(F)(F)F)c(Cl)c(C)c2C)c(Cl)c1C,-7.421,-6.058429,1.362571,-3.1800997000000004,Gen 132 (Human)
MOL_H_01305,Cc1c(-c2c(C)c(C(C)C)nc(C(N)=O)c2F)nc(C(C)C)c(F)c1C,-7.351,-5.958728000000001,1.3922719999999993,-3.1798904,Gen 149 (Human)
MOL_H_01306,Cc1nc(C2C(C)CCC2C(N)=O)c(C)c(-c2nc(CC(C)C)c(C)c(C)c2F)c1F,-7.869,-6.366643000000002,1.5023569999999982,-3.177678952754996,Gen 168 (Human)
MOL_H_01307,Cc1nc(C(=O)CC(C)C)c(Cl)c(C(F)(F)F)c1C1C(C)CCC1C(N)=O,-7.173,-5.707677000000002,1.465322999999998,-3.177626099999999,Gen 24 (Human)
MOL_H_01308,CC(C)c1nc(C(N)=O)c(C(C)C)c(C(N)=O)c1F,-6.13,-4.2202530000000005,1.909747,-3.1758229,Gen 149 (Human)
MOL_H_01309,Cc1c(C2C(C)CCC2C(N)=O)nc(C(F)(F)F)c(F)c1CC(C)C,-7.011,-5.4793470000000015,1.5316529999999986,-3.175457099999999,Gen 176 (Human)
MOL_H_01310,CCc1c(C)c(C(N)=O)nc(C2CCC(C)C2C(C)C)c1F,-6.841,-5.236552000000001,1.6044479999999988,-3.1754136,Gen 126 (Human)
MOL_H_01311,COc1c(Cl)c(C(N)=O)nc(C)c1C1CCC(C)C1C(F)(F)F,-6.85,-5.250928000000001,1.5990719999999987,-3.1743504,Gen 74 (Human)
MOL_H_01312,COc1c(C(=O)CC(C)C)nc(C)c(C(N)=O)c1C(=O)CC(C)C,-6.537,-4.805074000000001,1.7319259999999987,-3.1734482,Gen 105 (Human)
MOL_H_01313,CCC(C)c1c(C)c(C2CCC(C)C2C(N)=O)nc(C(N)=O)c1F,-6.49,-4.738418000000001,1.751581999999999,-3.1731074,Gen 127 (Human)
MOL_H_01314,Cc1nc(-c2nc(C(N)=O)c(C)c(C)c2F)c(C)c(C2CCC(C)C2C(F)(F)F)c1F,-7.911,-6.382511000000001,1.5284889999999989,-3.1729354743949987,Gen 142 (Human)
MOL_H_01315,CCc1nc(C(N)=O)c(F)c(CC)c1C(F)(F)F,-6.408,-4.622624,1.7853760000000003,-3.1721632000000004,Gen 112 (Human)
MOL_H_01316,CCOc1c(F)c(C2CCC(C)C2C(=O)C(C)C(C)C)nc(C)c1C(N)=O,-6.893,-5.316303000000002,1.5766969999999976,-3.1715878999999987,Gen 12 (Human)
MOL_H_01317,Cc1nc(C(F)(F)F)c(C(=O)CC(C)C)c(C(N)=O)c1C(F)(F)F,-6.817,-5.207744000000002,1.6092559999999985,-3.171579199999999,Gen 28 (Human)
MOL_H_01318,Cc1nc(C(N)=O)c(C)c(-c2c(C)c(C(F)(F)F)nc(C(F)(F)F)c2F)c1F,-7.363,-5.989172,1.3738280000000005,-3.170579600000001,Gen 165 (Human)
MOL_H_01319,Cc1c(-c2c(C)c(C(N)=O)nc(C(C)C)c2F)nc(C(C)C)c(Cl)c1C,-7.493,-6.171643000000001,1.321356999999999,-3.170507802755,Gen 158 (Human)
MOL_H_01320,Cc1c(C2CCC(C)C2C(F)(F)F)nc(C2C(C)CCC2C(N)=O)c(F)c1C,-7.254,-5.833569000000002,1.4204309999999971,-3.170501699999998,Gen 128 (Human)
MOL_H_01321,Cc1c(C(F)(F)F)nc(-c2nc(C(N)=O)c(C)c(C(C)C)c2F)c(F)c1C,-7.352,-5.97395,1.37805,-3.170235,Gen 154 (Human)
MOL_H_01322,Cc1nccc(-c2c(C)ncc(F)c2C(N)=O)c1C(=O)CC(C)C,-6.901,-5.330464000000001,1.5705359999999988,-3.1696751999999995,Gen 2 (Human)
MOL_H_01323,Cc1nc(C(=O)CC(C)C)c(F)c(C2C(C)CCC2C(N)=O)c1C(F)(F)F,-7.016,-5.4947620000000015,1.5212379999999983,-3.1696666,Gen 49 (Human)
MOL_H_01324,COc1nc(C)c(C(F)(F)F)c(C(N)=O)c1C(=O)CC(C)C,-6.494,-4.750542000000001,1.7434579999999986,-3.1686205999999992,Gen 28 (Human)
MOL_H_01325,CCC1C(C)CCC1c1nc(C)c(C(F)(F)F)c(C(N)=O)c1F,-6.922,-5.362024000000002,1.559975999999998,-3.1685831999999987,Gen 122 (Human)
MOL_H_01326,COC1C(C)CCC1c1nc(C)c(C(N)=O)c(C(=O)CC(C)C)c1F,-6.695,-5.038890000000001,1.656109999999999,-3.167777,Gen 39 (Human)
MOL_H_01327,Cc1nc(C(N)=O)c(F)c(C2CCC(C)C2C(F)(F)F)c1C(=O)CC(C)C,-7.052,-5.549747000000002,1.5022529999999978,-3.167177099999998,Gen 14 (Human)
MOL_H_01328,CC(C)c1c(F)c(C(F)(F)F)nc(C(F)(F)F)c1C(N)=O,-6.727,-5.086654000000001,1.6403459999999992,-3.1663422,Gen 120 (Human)
MOL_H_01329,CC(C)Cc1nc(C(F)(F)F)c(C(N)=O)c(C(F)(F)F)c1F,-6.765,-5.140993000000001,1.6240069999999989,-3.166304899999999,Gen 164 (Human)
MOL_H_01330,CC(C)c1nc(C(C)C)c(C(N)=O)c(C(F)(F)F)c1F,-6.716,-5.071432000000001,1.6445679999999996,-3.1659976,Gen 119 (Human)
MOL_H_01331,Cc1c(C(F)(F)F)nc(C2CCC(C)C2C(N)=O)c(F)c1CC(C)C,-7.0,-5.4793470000000015,1.5206529999999985,-3.164457099999999,Gen 179 (Human)
MOL_H_01332,CCc1nc(C(C)C)c(F)c(C(F)(F)F)c1C(N)=O,-6.556,-4.847028,1.7089720000000002,-3.1630804,Gen 159 (Human)
MOL_H_01333,COC1C(C)CCC1c1c(Cl)c(C(N)=O)nc(C)c1C(F)(F)F,-6.801,-5.197273000000001,1.6037269999999992,-3.1629089,Gen 84 (Human)
MOL_H_01334,Cc1c(C(C)C)nc(-c2nc(C(N)=O)c(C)c(C(C)C)c2F)c(F)c1C,-7.334,-5.958728000000001,1.375271999999999,-3.1628904,Gen 154 (Human)
MOL_H_01335,CCC1C(C)CCC1c1c(C)c(C(N)=O)nc(C(F)(F)F)c1F,-6.916,-5.362024000000002,1.5539759999999987,-3.1625832,Gen 111 (Human)
MOL_H_01336,Cc1nc(-c2nc(C(F)(F)F)c(C)c(C)c2F)c(C)c(C(N)=O)c1F,-7.105,-5.632599000000001,1.4724009999999996,-3.1621807,Gen 163 (Human)
MOL_H_01337,COc1c(C)nc(C(N)=O)c(F)c1C1C(C)CCC1OC,-6.331,-4.527156,1.803844000000001,-3.1619908000000008,Gen 13 (Human)
MOL_H_01338,Cc1nc(C(N)=O)c(C)c(-c2nc(CC(C)C)c(C)c(C)c2F)c1F,-7.131,-5.671716,1.4592840000000002,-3.1607988000000007,Gen 168 (Human)
MOL_H_01339,CCCc1nc(C(=O)CC(C)C)c(F)c(C(F)(F)F)c1C1CCC(C)C1C(N)=O,-7.204,-5.7762980000000015,1.4277019999999985,-3.1605913999999986,Gen 97 (Human)
MOL_H_01340,Cc1c(C2CCC(C)C2C(N)=O)nc(C(C)C)c(F)c1C(F)(F)F,-6.958,-5.425008000000002,1.5329919999999984,-3.1604944,Gen 121 (Human)
MOL_H_01341,CCc1nc(C2CCC(C)C2C(N)=O)c(C)c(C(F)(F)F)c1F,-6.8,-5.200604000000001,1.5993959999999987,-3.1595772,Gen 155 (Human)
MOL_H_01342,COC1C(C)CCC1c1nc(C)c(C(=O)CC(C)C)c(C(N)=O)c1F,-6.686,-5.038890000000001,1.6471099999999987,-3.158777,Gen 31 (Human)
MOL_H_01343,CC(C)Cc1c(C(N)=O)nc(C(F)(F)F)c(F)c1C(F)(F)F,-6.757,-5.140993000000001,1.6160069999999989,-3.158304899999999,Gen 164 (Human)
MOL_H_01344,Cc1nc(-c2nc(C(C)C)c(C)c(C)c2F)c(C)c(C(N)=O)c1F,-7.09,-5.617377000000001,1.472622999999999,-3.1578360999999995,Gen 163 (Human)
MOL_H_01345,Cc1c(-c2c(C)c(C(F)(F)F)nc(CC(C)C)c2F)nc(C(N)=O)c(Cl)c1C,-7.568,-6.2412040000000015,1.326795999999998,-3.157566351919998,Gen 152 (Human)
MOL_H_01346,COC1C(C)CCC1c1nc(C)c(C(N)=O)c(C(F)(F)F)c1F,-6.646,-4.984357999999999,1.6616420000000005,-3.1569494000000007,Gen 25 (Human)
MOL_H_01347,Cc1nc(C(N)=O)c(F)c(-c2nc(C(F)(F)F)c(C)c(C)c2Cl)c1C(F)(F)F,-7.511,-6.202087000000001,1.3089129999999995,-3.155973822155,Gen 135 (Human)
MOL_H_01348,CCc1ccnc(C)c1-c1c(-c2c(C)ncc(F)c2C(N)=O)ccnc1C,-7.397,-6.059509000000001,1.337490999999999,-3.1553436999999995,Gen 2 (Human)
MOL_H_01349,Cc1nc(C(N)=O)c(C)c(-c2nc(C)c(F)c(C3C(C)CCC3C(F)(F)F)c2C)c1F,-7.893,-6.382511000000002,1.510488999999998,-3.154935474394996,Gen 174 (Human)
MOL_H_01350,COC1CCC(C)C1c1nc(C)c(C(=O)CC(C)C)c(C(N)=O)c1Cl,-6.829,-5.251805000000001,1.5771949999999988,-3.152736499999999,Gen 34 (Human)
MOL_H_01351,Cc1nc(C(F)(F)F)c(C(=O)CC(C)C)c(C(F)(F)F)c1C(N)=O,-6.798,-5.207744000000002,1.5902559999999983,-3.152579199999999,Gen 46 (Human)
MOL_H_01352,COc1c(C)nc(C(F)(F)F)c(F)c1C1C(C)CCC1C(N)=O,-6.639,-4.983028,1.6559720000000002,-3.1508804000000006,Gen 24 (Human)
MOL_H_01353,Cc1nc(C2C(C)CCC2C(=O)C(C)C(C)C)c(F)c(C(F)(F)F)c1C(N)=O,-7.077,-5.608916000000002,1.4680839999999984,-3.1507588,Gen 18 (Human)
MOL_H_01354,Cc1nc(C2CCC(C)C2C(N)=O)c(Cl)c(C(=O)CC(C)C)c1C(F)(F)F,-7.146,-5.707677000000002,1.4383229999999978,-3.150626099999999,Gen 80 (Human)
MOL_H_01355,COc1c(C)nc(C)c(C(N)=O)c1C1C(C)CCC1C(F)(F)F,-6.713,-5.089349000000001,1.6236509999999988,-3.1504557,Gen 15 (Human)
MOL_H_01356,CC(C)Cc1nc(C2CCC(C)C2C(N)=O)c(C(C)C)c(C(N)=O)c1F,-6.629,-4.969519000000001,1.6594809999999989,-3.150336699999999,Gen 141 (Human)
MOL_H_01357,CCC(CC)c1c(C2CCC(C)C2C(N)=O)nc(C(N)=O)c(Cl)c1C(F)(F)F,-6.981,-5.472495000000002,1.5085049999999978,-3.1502534999999985,Gen 144 (Human)
MOL_H_01358,Cc1nc(-c2nc(C(N)=O)c(C)c(C)c2F)c(C)c(C(C)C)c1F,-7.081,-5.617377000000001,1.4636229999999992,-3.1488361,Gen 163 (Human)
MOL_H_01359,Cc1c(C2C(C)CCC2C(N)=O)nc(C2CCC(C)C2C(F)(F)F)c(F)c1C,-7.232,-5.833569000000002,1.3984309999999978,-3.148501699999999,Gen 179 (Human)
MOL_H_01360,COc1nc(C)c(C(N)=O)c(C(F)(F)F)c1OC,-6.115,-4.238808,1.8761920000000003,-3.1478344000000007,Gen 27 (Human)
MOL_H_01361,Cc1c(C(N)=O)nc(-c2nc(C3CCC(C)C3C(F)(F)F)c(F)c(C)c2C)c(F)c1C,-7.884,-6.382511000000002,1.5014889999999983,-3.145935474394996,Gen 133 (Human)
MOL_H_01362,Cc1nc(C(F)(F)F)c(F)c(C2C(C)CCC2C(=O)CC(C)C)c1C(N)=O,-6.992,-5.4947620000000015,1.4972379999999983,-3.1456666,Gen 25 (Human)
MOL_H_01363,Cc1nc(C(N)=O)c(C)c(C(F)(F)F)c1F,-6.217,-4.388730000000001,1.828269999999999,-3.144888999999999,Gen 174 (Human)
MOL_H_01364,CCc1nc(C(N)=O)c(C)c(C2CCC(C)C2CC(C)C)c1F,-6.925,-5.401141000000002,1.523858999999998,-3.144201299999999,Gen 171 (Human)
MOL_H_01365,CCc1c(F)c(C(N)=O)nc(C)c1C(=O)C(C)C(C)C,-6.416,-4.6743630000000005,1.741637,-3.1439459000000003,Gen 9 (Human)
