ID_Mestre,SMILES,1EVE_Eficacia,5W8K_Risco,Indice_Seletividade,Fitness_Score,Origem_Historica
MOL_01658,COc1ccncc1C1CCC(OC)C1C(=O)C(C)C,-7.215,-5.682,1.533,-3.2376,Fase 2_Seletividade
MOL_01659,COC(=O)C1C(C#N)CCC1c1cnccc1O,-7.331,-5.848,1.483,-3.237400000000001,Fase 2_Seletividade
MOL_01660,CNC(=O)C1C(S)CCC1c1cnccc1F,-7.494,-6.082,1.412,-3.2366,Fase 2_Seletividade
MOL_01661,CC(=O)c1c(C)cnc(C)c1C1CCC(C)C1C(=O)C(C)C(C)C,-7.552,-6.164,1.388,-3.2362200000000003,Gen 50
MOL_01662,COc1nc(C2CC2)c(Cl)c(C=CF)c1C1CCC(C)C1C(=O)CCCCC(C)C,-9.175,-6.656,2.519000000000001,-3.2356200000000044,Gen 41
MOL_01663,N#Cc1ccncc1C1CCC(F)C1C(=O)O,-7.311,-5.822,1.489,-3.2356,Fase 2_Seletividade
MOL_01664,NC(=O)C1C(O)CCC1c1cnccc1F,-7.474,-6.055,1.419,-3.235500000000001,Fase 2_Seletividade
MOL_01665,CC(=O)c1c(F)c(O)nc(C)c1C1CCC(C)C1C(=O)C(C)C(C)C,-8.816,-6.59,2.226000000000001,-3.235000000000003,Gen 70
MOL_01666,CCOC(=O)C1C(CF)CCC1c1cnccc1C(C)C,-7.411,-5.966,1.445,-3.2348,Fase 2_Seletividade
MOL_01667,CCOC(=O)C1C(O)CCC1c1cnccc1CC,-7.336,-5.86,1.476,-3.234,Fase 2_Seletividade
MOL_01668,CCOC(=O)C1C(C)CCC1c1cnccc1C,-7.541,-6.153,1.388,-3.233855000000001,Fase 2_Seletividade
MOL_01669,CCC1CCC(c2c(C(F)(F)F)ncc(C3CC3)c2C#N)C1C(N)=O,-8.754,-6.578,2.176,-3.23348,Gen 37
MOL_01670,CC(C)C(=O)C1C(C)CCC1c1cnccc1C#CF,-7.957,-6.378,1.579,-3.2324800000000007,Fase 1_Lote Inicial
MOL_01671,CC(=O)C1C(C)CCC1c1cnccc1S,-7.212,-5.686,1.526,-3.2318000000000002,Fase 2_Seletividade
MOL_01672,CCCC(=O)C1C(CC)CCC1c1cnccc1C1CO1,-7.347,-5.879,1.468,-3.231700000000001,Fase 1_Lote Inicial
MOL_01673,COc1c(C)c(C)nc(C(=O)CC(C)C)c1C1C(C)CCC1C(C)=O,-7.444,-6.02,1.4240000000000004,-3.2300000000000004,Gen 152
MOL_01674,CCCC(=O)C1C(C)CCC1c1cnccc1F,-7.47,-6.058,1.412,-3.2294,Fase 3_Super Elite
MOL_01675,CC(C)C(C)C(=O)C1C(C)CCC1c1c(C(N)=O)ccnc1C1CC1,-7.877,-6.351,1.5259999999999998,-3.2292950000000014,Gen 105
MOL_01676,CCCC(=O)C1C(F)CCC1c1cnccc1C=NO,-7.363,-5.906,1.457,-3.2288000000000006,Fase 1_Lote Inicial
MOL_01677,CC1CCC(c2cnccc2CF)C1C(=O)CC1CCC1F,-7.995,-6.392,1.603,-3.22778,Fase 1_Lote Inicial
MOL_01678,CCOC(=O)C1C(S)CCC1c1cnccc1C(F)F,-7.238,-5.729,1.509,-3.2277000000000005,Fase 2_Seletividade
MOL_01679,CC(C)C(=O)C1C(F)CCC1c1cnccc1C(F)F,-8.116,-6.429,1.687,-3.226495,Fase 1_Lote Inicial
MOL_01680,C=CCC(=O)C1C(F)CCC1c1cnccc1C(=O)OC,-7.687,-6.27,1.417,-3.2260000000000018,Fase 1_Lote Inicial
MOL_01681,CC(=O)c1c(C2CCC(C)C2C(=O)CC(C)C)cnc(O)c1C1CC1,-8.707,-6.57,2.1370000000000005,-3.226000000000001,Gen 40
MOL_01682,COC1CCC(c2cnccc2C(F)F)C1C(=O)O,-7.406,-5.972,1.434,-3.2256,Fase 2_Seletividade
MOL_01683,COC1CCC(c2cnccc2C(F)F)C1C(C)=O,-7.482,-6.082,1.4,-3.2246000000000006,Fase 2_Seletividade
MOL_01684,CCCCC(=O)C1C(C)CCC1c1c(C=CF)ccnc1O,-7.493,-6.099,1.394,-3.223700000000001,Gen 22
MOL_01685,CC(C)C(=O)C1C(O)CCC1c1cnccc1F,-7.85,-6.343,1.507,-3.223655000000001,Fase 3_Super Elite
MOL_01686,CCc1ccncc1C1CCC(CF)C1C(=O)NC,-7.657,-6.256,1.401,-3.2216200000000006,Fase 2_Seletividade
MOL_01687,COC1CCC(c2cnccc2F)C1C(=O)C(N)=O,-7.829,-6.336,1.493,-3.22082,Fase 2_Seletividade
MOL_01688,Cc1nc(C2CC2)c(F)c(C(N)=O)c1C1CCC(C)C1C(=O)C(C)C(C)C,-9.002,-6.628,2.374000000000001,-3.2199800000000023,Gen 78
MOL_01689,CC(C)C(=O)C1C(C=O)CCC1c1cnccc1C1CC1,-8.041,-6.409,1.632,-3.2192950000000016,Fase 2_Seletividade
MOL_01690,NC(=O)C(=O)C1C(CF)CCC1c1cnccc1S,-7.309,-5.843,1.466,-3.2189000000000005,Fase 2_Seletividade
MOL_01691,COc1ccncc1C1CCC(F)C1C(C)=O,-7.472,-6.076,1.396,-3.2188000000000008,Fase 2_Seletividade
MOL_01692,CC(=O)C1C(CF)CCC1c1cnccc1CF,-7.55,-6.182,1.368,-3.21748,Fase 2_Seletividade
MOL_01693,COC(=O)C1C(N)CCC1c1cnccc1C=O,-7.271,-5.791,1.48,-3.2173,Fase 2_Seletividade
MOL_01694,O=C(O)C1C(F)CCC1c1cnccc1O,-7.403,-5.983,1.42,-3.2149,Fase 2_Seletividade
MOL_01695,CCNC(=O)C1C(CC)CCC1c1cnccc1C,-7.828,-6.338,1.49,-3.2146800000000013,Fase 2_Seletividade
MOL_01696,CCOC(=O)C1C(C#N)CCC1c1cnccc1C=O,-7.32,-5.865,1.455,-3.2145,Fase 2_Seletividade
MOL_01697,O=CC(=O)C1C(O)CCC1c1cnccc1C=O,-7.323,-5.87,1.453,-3.2140000000000004,Fase 2_Seletividade
MOL_01698,CCOC(=O)C1C(OC)CCC1c1cnccc1N,-7.172,-5.655,1.517,-3.2135,Fase 2_Seletividade
MOL_01699,CCC(=O)C1C(C#N)CCC1c1cnccc1CF,-7.338,-5.893,1.445,-3.2129000000000003,Fase 2_Seletividade
MOL_01700,C=CCC(=O)C1C(F)CCC1c1cnccc1C1CO1,-7.662,-6.264,1.398,-3.2122199999999994,Fase 1_Lote Inicial
MOL_01701,COC1CCC(c2cnccc2C#N)C1C(=O)C(C)C,-7.387,-5.964,1.423,-3.2121999999999993,Fase 2_Seletividade
MOL_01702,COc1ccncc1C1CCC(C=O)C1C(=O)C(C)C,-7.482,-6.1,1.382,-3.2120000000000006,Fase 2_Seletividade
MOL_01703,CCNC(=O)C1C(C=O)CCC1c1cnccc1C1CC1,-7.918,-6.372,1.546,-3.2111800000000015,Fase 2_Seletividade
MOL_01704,Cc1cncc(C2CCC(C)C2C(=O)CC(C)C)c1C=NO,-7.27,-5.8,1.47,-3.21,Fase 4_Mutantes Geração 2
MOL_01705,CC(C)C(=O)C1C(C)CCC1c1cnccc1NC#N,-7.465,-6.08,1.385,-3.2090000000000005,Fase 1_Lote Inicial
MOL_01706,CCOC(=O)C1C(F)CCC1c1cnccc1Br,-7.396,-5.982,1.414,-3.2085999999999997,Fase 2_Seletividade
MOL_01707,CCCC(=O)C1C(S)CCC1c1cnccc1F,-6.94,-5.332,1.608,-3.2076000000000007,Fase 2_Seletividade
MOL_01708,CCOC(=O)C1C(C=O)CCC1c1cnccc1C,-7.089,-5.545,1.544,-3.207500000000001,Fase 2_Seletividade
MOL_01709,CC(=O)C1C(F)CCC1c1cnccc1C(C)C,-8.016,-6.405,1.611,-3.207375,Fase 2_Seletividade
MOL_01710,CCC(=O)C1C(C#N)CCC1c1cnccc1I,-7.494,-6.124,1.37,-3.2072000000000003,Fase 2_Seletividade
MOL_01711,CCC(=O)C1C(CF)CCC1c1cnccc1N,-7.41,-6.005,1.405,-3.2065,Fase 2_Seletividade
MOL_01712,CCc1ccncc1C1CCC(OC)C1C(=O)C(C)C,-7.41,-6.005,1.405,-3.2065,Fase 2_Seletividade
MOL_01713,CC(=O)c1ccncc1C(=O)CC(C)C,-6.947,-5.344,1.6029999999999998,-3.2062,Gen 100
MOL_01714,CCC(=O)C1C(F)CCC1c1cnccc1N,-7.346,-5.915,1.431,-3.2055000000000007,Fase 2_Seletividade
MOL_01715,Cc1ncc(C2CCC(C)C2C(=O)CC(C)C)c(C(N)=O)c1F,-8.567,-6.545,2.022,-3.2053750000000027,Gen 92
MOL_01716,COC1CCC(c2cnccc2I)C1C(=O)C(C)C,-7.553,-6.197,1.356,-3.2040550000000003,Fase 2_Seletividade
MOL_01717,CCCC(=O)C1CCCC1(C)Cc1cnccc1CF,-7.038,-5.479,1.559,-3.2027000000000005,Fase 1_Lote Inicial
MOL_01718,CCCC(=O)C1C(C#N)CCC1c1cnccc1CC,-7.421,-6.027,1.394,-3.2021000000000006,Fase 2_Seletividade
MOL_01719,CCCC(=O)C1C(S)CCC1c1cnccc1C,-6.646,-4.921,1.725,-3.2013,Fase 2_Seletividade
MOL_01720,CCCC(=O)C1C(OC)CCC1c1cnccc1N,-7.334,-5.904,1.43,-3.2012,Fase 2_Seletividade
MOL_01721,CC(=O)C1C(N)CCC1c1cnccc1C#N,-7.614,-6.243,1.371,-3.2006550000000002,Fase 2_Seletividade
MOL_01722,CC1CCC(c2cnccc2S)C1C(=O)C1CCC1,-7.191,-5.701,1.49,-3.2003000000000004,Fase 2_Seletividade
MOL_01723,CC(=O)c1cnccc1-c1nc(C)c(C)c(C(C)=O)c1C(=O)C(C)C(C)C,-8.954,-6.623,2.3310000000000004,-3.199255000000001,Gen 162
MOL_01724,CCC(=O)c1ccnc(C)c1C(C)=O,-6.986,-5.41,1.5759999999999996,-3.199,Gen 80
MOL_01725,COc1nc(C2C(C)CCC2C(C)=O)cc(C=CF)c1OC,-8.478,-6.527,1.9509999999999996,-3.198455,Gen 167
MOL_01726,CCCC(=O)C1C(OC)CCC1c1cnccc1C(F)F,-7.63,-6.254,1.376,-3.198120000000001,Fase 2_Seletividade
MOL_01727,COc1ncc(C)c(C(C)=O)c1C1CCC(C)C1C(=O)C(C)C(C)C,-7.973,-6.395,1.5780000000000003,-3.1963750000000024,Gen 74
MOL_01728,CC1CCC(c2cnccc2C2CC2)C1C(=O)CC(F)(F)F,-7.799,-6.334,1.465,-3.195920000000002,Fase 1_Lote Inicial
MOL_01729,CCNC(=O)C1C(CF)CCC1c1cnccc1CF,-7.497,-6.145,1.352,-3.195500000000001,Fase 2_Seletividade
MOL_01730,CCC1CCC(c2cnccc2C#N)C1C(C)=O,-7.395,-6.0,1.395,-3.1950000000000003,Fase 2_Seletividade
MOL_01731,CCCC(=O)C1C(OC)CCC1c1cnccc1C1CC1,-7.474,-6.113,1.361,-3.1949000000000005,Fase 2_Seletividade
MOL_01732,CC(C)c1ccncc1C1CCC(O)C1C(=O)O,-7.525,-6.18,1.345,-3.1945000000000006,Fase 2_Seletividade
MOL_01733,CCOC(=O)C1C(C=O)CCC1c1cnccc1Br,-7.218,-5.748,1.47,-3.1944,Fase 2_Seletividade
MOL_01734,CCOC(=O)C1C(CF)CCC1c1cnccc1C(F)F,-7.211,-5.738,1.473,-3.1944,Fase 2_Seletividade
MOL_01735,COc1ccncc1-c1c(C=CF)cc(C(=O)CC(C)C)nc1OC,-7.99,-6.401,1.5890000000000004,-3.194295000000002,Gen 96
MOL_01736,COC(=O)C1C(C#N)CCC1c1cnccc1C,-7.247,-5.791,1.456,-3.1933,Fase 2_Seletividade
MOL_01737,CCC1CCC(c2cnccc2N)C1C(=O)C1CC1,-7.486,-6.134,1.352,-3.1921999999999997,Fase 2_Seletividade
MOL_01738,CCc1ccncc1C1CCC(C=O)C1C(=O)C=O,-7.088,-5.567,1.521,-3.1911,Fase 2_Seletividade
MOL_01739,CCOC(=O)C1C(C)CCC1c1cnccc1I,-7.075,-5.549,1.526,-3.1907,Fase 2_Seletividade
MOL_01740,CCC(=O)C1C(F)CCC1c1cnccc1S,-7.339,-5.927,1.412,-3.190100000000001,Fase 2_Seletividade
MOL_01741,CC1CCC(c2cnccc2C=O)C1C(=O)CC1CC1,-7.375,-5.98,1.395,-3.189,Fase 1_Lote Inicial
MOL_01742,CCCC(=O)C1C(C#N)CCC1c1cnccc1O,-7.244,-5.793,1.451,-3.1889000000000003,Fase 2_Seletividade
MOL_01743,CC1CCC(c2cnccc2N)C1C(=O)O,-7.436,-6.068,1.368,-3.1884000000000006,Fase 2_Seletividade
MOL_01744,COc1ccncc1C1CCC(N)C1C(=O)C=O,-7.183,-5.707,1.476,-3.1881000000000004,Fase 2_Seletividade
MOL_01745,O=CC(=O)C1C(S)CCC1c1cnccc1F,-6.902,-5.307,1.595,-3.1871,Fase 2_Seletividade
MOL_01746,CCC(C)C(=O)C1C(C)CCC1c1cnccc1C#CF,-7.785,-6.332,1.453,-3.186980000000002,Fase 1_Lote Inicial
MOL_01747,Cc1ccncc1C1CCC(S)C1C(=O)C=O,-7.144,-5.653,1.491,-3.1869000000000005,Fase 2_Seletividade
MOL_01748,CCc1ccncc1C1CCC(C)C1C(=O)C(C)C,-7.313,-5.896,1.417,-3.1858000000000004,Fase 2_Seletividade
MOL_01749,COC(=O)C1C(C#N)CCC1c1cnccc1I,-7.271,-5.836,1.435,-3.1857999999999995,Fase 2_Seletividade
MOL_01750,COc1cc(C=CF)c(-c2cnccc2OC)c(C(=O)CC(C)C)n1,-7.913,-6.379,1.5340000000000007,-3.185495000000003,Gen 108
MOL_01751,CCc1ccncc1C1CCC(O)C1C(=O)O,-7.433,-6.068,1.365,-3.1854000000000005,Fase 2_Seletividade
MOL_01752,COC(=O)C1C(OC)CCC1c1cnccc1C(C)C,-7.183,-5.711,1.472,-3.1853,Fase 2_Seletividade
MOL_01753,CCC1CCC(c2cnccc2F)C1C(C)=O,-7.138,-5.648,1.49,-3.1844000000000006,Fase 2_Seletividade
MOL_01754,COC(=O)C1C(O)CCC1c1cnccc1Br,-7.25,-5.808,1.442,-3.1844,Fase 3_Super Elite
MOL_01755,COC(=O)C1C(N)CCC1c1cnccc1C#N,-7.668,-6.282,1.386,-3.183480000000001,Fase 2_Seletividade
MOL_01756,NC(=O)C1C(N)CCC1c1cnccc1Br,-7.454,-6.101,1.353,-3.1833,Fase 2_Seletividade
MOL_01757,CCC1CCC(c2c(OC)nc(C)c(C)c2C(C)=O)C1C(N)=O,-7.737,-6.314,1.423,-3.1827200000000007,Gen 139
MOL_01758,CNC(=O)C1C(C)CCC1c1cnccc1I,-8.357,-6.503,1.854,-3.1818550000000005,Fase 2_Seletividade
MOL_01759,COc1c(-c2nc(C(C)=O)cc(C=CF)c2C(=O)CC(C)C)ccnc1C,-8.778,-6.593,2.1850000000000005,-3.181655000000002,Gen 140
MOL_01760,O=C(C1CC1)C1C(CF)CCC1c1cnccc1Br,-7.378,-5.996,1.382,-3.1807999999999996,Fase 3_Super Elite
MOL_01761,CC(=O)c1ccnc(C(F)(F)F)c1C1CCC(C)C1C(=O)C(C)C(C)C,-7.754,-6.322,1.4319999999999995,-3.1806800000000006,Gen 41
MOL_01762,CC=CC(=O)C1C(C)CCC1c1cnccc1NC#N,-8.153,-6.452,1.701,-3.1805800000000017,Fase 1_Lote Inicial
MOL_01763,CCC(C)C(=O)C1C(C)CCC1c1cnccc1C(F)F,-8.696,-6.577,2.119,-3.180455000000002,Fase 1_Lote Inicial
MOL_01764,CC(=O)c1c(C2CCC(C)C2C(=O)C(C)C(C)C)cncc1C(F)(F)Cl,-8.823,-6.602,2.221,-3.180080000000001,Gen 43
MOL_01765,COc1cnccc1C(=O)CC(C)C,-6.67,-4.986,1.6840000000000002,-3.1798,Gen 158
MOL_01766,COC(=O)C1C(C#N)CCC1c1cnccc1C1CC1,-7.185,-5.722,1.463,-3.1795999999999998,Fase 2_Seletividade
MOL_01767,CCCC(=O)C1C(N)CCC1c1cnccc1Br,-8.046,-6.423,1.623,-3.1772550000000006,Fase 2_Seletividade
MOL_01768,CCc1ncc(C2CCC(C)C2C(=O)CC(C)C)c(C=NO)c1C1CC1,-8.727,-6.584,2.1430000000000007,-3.176420000000004,Gen 24
MOL_01769,CCCC(=O)C1C(F)CCC1c1cnccc1C=O,-7.757,-6.325,1.432,-3.176375,Fase 1_Lote Inicial
MOL_01770,CCC(=O)C1C(S)CCC1c1cnccc1OC,-7.093,-5.598,1.495,-3.1744000000000003,Fase 2_Seletividade
MOL_01771,COC(=O)C1C(O)CCC1c1cnccc1N,-7.336,-5.946,1.39,-3.173800000000001,Fase 3_Super Elite
MOL_01772,Cc1ccncc1C1CCC(O)C1C(=O)C1CC1,-7.949,-6.395,1.554,-3.1723750000000024,Fase 2_Seletividade
MOL_01773,CCC(=O)C1C(O)CCC1c1cnccc1S,-7.41,-6.054,1.356,-3.1722,Fase 2_Seletividade
MOL_01774,CCCC(=O)C1C(C#N)CCC1c1cnccc1OC,-7.24,-5.814,1.426,-3.1702000000000004,Fase 2_Seletividade
MOL_01775,CC1CCC(c2cnccc2Br)C1C(N)=O,-7.463,-6.133,1.33,-3.1699,Fase 2_Seletividade
MOL_01776,CCC(=O)C1C(O)CCC1c1cnccc1CF,-7.384,-6.021,1.363,-3.1693000000000007,Fase 2_Seletividade
MOL_01777,CCC(=O)C1C(C)CCC1C(C)=O,-7.111,-5.631,1.4799999999999995,-3.1693,Gen 51
MOL_01778,COC1CCC(c2cnccc2I)C1C(N)=O,-7.131,-5.66,1.471,-3.1690000000000005,Fase 2_Seletividade
MOL_01779,CCC(=O)C1C(OC)CCC1c1cnccc1CC,-7.005,-5.48,1.525,-3.169,Fase 2_Seletividade
MOL_01780,CCc1ccncc1C1CCC(S)C1C(=O)C1CC1,-7.275,-5.866,1.409,-3.168800000000001,Fase 2_Seletividade
MOL_01781,CC(C)C(=O)C1C(CF)CCC1c1cnccc1O,-7.387,-6.026,1.361,-3.1688,Fase 2_Seletividade
MOL_01782,CCC(=O)C1C(C=O)CCC1c1cnccc1S,-7.202,-5.762,1.44,-3.1686000000000005,Fase 2_Seletividade
MOL_01783,COc1ccncc1-c1nc(C)c(C)c(C(=O)CC(C)C)c1C(C)=O,-7.724,-6.315,1.4089999999999998,-3.1673750000000007,Gen 164
MOL_01784,O=C(C1CC1)C1C(S)CCC1c1cnccc1CF,-7.421,-6.077,1.344,-3.1671000000000005,Fase 2_Seletividade
MOL_01785,CCC(=O)C1C(O)CCC1c1cnccc1O,-7.448,-6.116,1.332,-3.166800000000001,Fase 2_Seletividade
MOL_01786,CCOC(=O)C1C(O)CCC1c1cnccc1I,-7.259,-5.846,1.413,-3.1668000000000003,Fase 2_Seletividade
MOL_01787,COC1CCC(c2cnccc2C(C)C)C1C(N)=O,-7.369,-6.004,1.365,-3.166200000000001,Fase 2_Seletividade
MOL_01788,CCNC(=O)C1C(F)CCC1c1cnccc1S,-7.11,-5.634,1.476,-3.1662000000000003,Fase 2_Seletividade
MOL_01789,CCCC(=O)C1C(N)CCC1c1cnccc1C,-7.573,-6.239,1.334,-3.166095000000001,Fase 2_Seletividade
MOL_01790,CCCC(=O)C1C(F)CCC1c1cnccc1F,-7.938,-6.394,1.544,-3.1645200000000004,Fase 2_Seletividade
MOL_01791,CCCC(=O)C1C(F)CCC1c1cnccc1C#N,-7.184,-5.744,1.44,-3.1632000000000007,Fase 3_Super Elite
MOL_01792,CCc1ccncc1C1CCC(OC)C1C(=O)C1CCC1,-7.47,-6.154,1.316,-3.1621200000000007,Fase 2_Seletividade
MOL_01793,CCCC(=O)C1C(CF)CCC1c1cnccc1S,-6.986,-5.463,1.523,-3.1619,Fase 2_Seletividade
MOL_01794,CCC1CCC(c2cnccc2O)C1C(=O)C1CCC1,-7.857,-6.368,1.489,-3.1617800000000003,Fase 2_Seletividade
MOL_01795,CCC(=O)C1C(C=O)CCC1c1cnccc1C,-7.218,-5.795,1.423,-3.1615,Fase 2_Seletividade
MOL_01796,O=C(O)C(=O)C1C(CF)CCC1c1cnccc1CF,-7.673,-6.295,1.378,-3.1613750000000014,Fase 2_Seletividade
MOL_01797,Nc1ccncc1C1CCC(C=O)C1C(=O)C1CC1,-7.476,-6.163,1.313,-3.161055,Fase 2_Seletividade
MOL_01798,CC(C)C(=O)C1C(CF)CCC1c1cnccc1F,-7.128,-5.668,1.46,-3.1604,Fase 2_Seletividade
MOL_01799,COc1ccncc1-c1cnccc1C(=O)CCC(C)C,-7.496,-6.185,1.3110000000000008,-3.160375000000001,Gen 64
MOL_01800,CC(=O)C1C(C=O)CCC1c1cnccc1C#N,-7.326,-5.951,1.375,-3.1603000000000003,Fase 2_Seletividade
MOL_01801,COC(=O)C1C(O)CCC1c1cnccc1C=O,-7.162,-5.717,1.445,-3.160100000000001,Fase 2_Seletividade
MOL_01802,COC(=O)C1C(S)CCC1c1cnccc1C=O,-7.035,-5.537,1.498,-3.1591000000000005,Fase 2_Seletividade
MOL_01803,CCC(=O)C1C(C=O)CCC1c1cnccc1N,-7.217,-5.797,1.42,-3.1591000000000005,Fase 2_Seletividade
MOL_01804,O=C(C1CCC1)C1C(S)CCC1c1cnccc1F,-7.486,-6.177,1.309,-3.158455000000001,Fase 2_Seletividade
MOL_01805,CCc1ccncc1C1CCC(F)C1C(=O)C=O,-7.047,-5.556,1.491,-3.1578,Fase 2_Seletividade
MOL_01806,CCCCCC(=O)C1C(C)CCC1c1c(OC)ncc(C2CC2)c1C=CF,-7.237,-5.829,1.4080000000000004,-3.1567000000000007,Gen 26
MOL_01807,COc1ccncc1C1CCC(C#N)C1C(=O)C=O,-7.36,-6.006,1.354,-3.1558,Fase 2_Seletividade
MOL_01808,COC(=O)C1C(CF)CCC1c1cnccc1CF,-7.096,-5.629,1.467,-3.155700000000001,Fase 2_Seletividade
MOL_01809,O=C(O)C1C(S)CCC1c1cnccc1Br,-7.205,-5.788,1.417,-3.1534000000000004,Fase 2_Seletividade
MOL_01810,CCNC(=O)C1C(C)CCC1c1cnccc1F,-7.6,-6.263,1.337,-3.1520550000000007,Fase 2_Seletividade
MOL_01811,COC1C(C)CCC1c1c(C=CF)cc(C(=O)CC(C)C)nc1C(C)=O,-8.618,-6.567,2.051,-3.1516550000000016,Gen 144
MOL_01812,CCC(C(=O)C1C(C)CCC1c1cnccc1C(C)=O)C(C)C,-9.091,-6.656,2.435,-3.151620000000003,Gen 42
MOL_01813,COC1CCC(c2cnccc2CF)C1C(=O)C(C)C,-7.227,-5.823,1.404,-3.1509,Fase 2_Seletividade
MOL_01814,CCOC(=O)C1C(CF)CCC1c1cnccc1C=O,-7.255,-5.864,1.391,-3.1502,Fase 2_Seletividade
MOL_01815,CCC(C)CC(=O)C1C(C)CCC1c1c(C=NO)ccnc1C,-7.45,-6.143,1.3070000000000004,-3.1499000000000006,Gen 8
MOL_01816,CCc1nc(C)c(C2CCC(C)C2C(=O)C(C)C(C)C)c(C(N)=O)c1F,-9.595,-6.738,2.857,-3.14968,Gen 101
MOL_01817,CCNC(=O)C1C(CC)CCC1c1cnccc1OC,-7.401,-6.074,1.327,-3.1492000000000004,Fase 2_Seletividade
MOL_01818,CCNC(=O)C1C(C=O)CCC1c1cnccc1CF,-7.18,-5.759,1.421,-3.1487,Fase 2_Seletividade
MOL_01819,NC(=O)C1C(CF)CCC1c1cnccc1CF,-8.052,-6.433,1.619,-3.148455000000001,Fase 2_Seletividade
MOL_01820,CCC1CCC(c2cnccc2Br)C1C(=O)O,-7.19,-5.774,1.416,-3.148200000000001,Fase 2_Seletividade
MOL_01821,O=CC(=O)C1C(C=O)CCC1c1cnccc1C(F)F,-7.239,-5.844,1.395,-3.1482,Fase 2_Seletividade
MOL_01822,COC1CCC(c2cnccc2CF)C1C(=O)C(N)=O,-7.22,-5.817,1.403,-3.1480999999999995,Fase 2_Seletividade
MOL_01823,CC(=O)c1nc(C)c(C)c(C(=O)CCC(C)C)c1C(=O)CC(C)C,-7.514,-6.212,1.3020000000000005,-3.1463800000000006,Gen 110
MOL_01824,COc1cnccc1-c1c(OC)nc(C)c(C)c1C(=O)CC(C)C,-7.497,-6.199,1.298,-3.145695000000001,Gen 164
MOL_01825,CCOC(=O)C1C(N)CCC1c1cnccc1Br,-7.013,-5.528,1.485,-3.1434000000000006,Fase 2_Seletividade
MOL_01826,CNC(=O)C1C(C)CCC1c1cnccc1C,-7.736,-6.33,1.406,-3.143,Fase 2_Seletividade
MOL_01827,C=CCC(=O)C1C(C)CCC1c1cnccc1NC#N,-7.645,-6.292,1.353,-3.139780000000001,Fase 1_Lote Inicial
MOL_01828,CCC1CCC(c2cnccc2F)C1C(=O)C=O,-6.924,-5.407,1.517,-3.1391000000000004,Fase 2_Seletividade
MOL_01829,COc1ccncc1C1CCC(O)C1C(C)=O,-7.062,-5.605,1.457,-3.1385,Fase 2_Seletividade
MOL_01830,CC(C)c1ccncc1C1CCC(N)C1C(=O)O,-7.473,-6.184,1.289,-3.13842,Fase 2_Seletividade
MOL_01831,CC(=O)c1c(C)c(C)nc(C(=O)CC(C)C)c1C(=O)CC(C)C,-7.284,-5.923,1.3609999999999998,-3.1379,Gen 146
MOL_01832,CC1CCC(c2cnccc2C#CF)C1C(=O)CC1CCC1F,-8.604,-6.567,2.037,-3.1376550000000005,Fase 1_Lote Inicial
MOL_01833,Cc1cc(C=NO)c(C2CCC(C)C2C(=O)CC(C)C)c(C(F)(F)F)n1,-8.817,-6.609,2.208,-3.1372950000000017,Gen 13
MOL_01834,CCNC(=O)C1C(O)CCC1c1cnccc1Br,-7.887,-6.387,1.5,-3.1352550000000017,Fase 2_Seletividade
MOL_01835,COc1ccncc1C1CCC(C=O)C1C(C)=O,-7.004,-5.527,1.477,-3.1350999999999996,Fase 2_Seletividade
MOL_01836,CC(=O)c1c(O)c(C)nc(C)c1C1CCC(C)C1C(=O)C(C)C(C)C,-11.06,-6.934,4.126,-3.132920000000002,Gen 76
MOL_01837,CCC1CCC(c2cnccc2F)C1C(=O)OC,-7.154,-5.745,1.409,-3.1325000000000003,Fase 2_Seletividade
MOL_01838,CC(=O)C1C(C=O)CCC1c1cnccc1C(C)C,-7.039,-5.583,1.456,-3.1309,Fase 2_Seletividade
MOL_01839,N#CC1CCC(c2cnccc2C(F)F)C1C(=O)C=O,-7.495,-6.21,1.285,-3.130000000000001,Fase 2_Seletividade
MOL_01840,CCc1ccncc1C1CCC(F)C1C(C)=O,-7.39,-6.086,1.304,-3.1297999999999995,Fase 2_Seletividade
MOL_01841,CCCCCCC(=O)C1C(CC)CCC1c1c(OC)ncc(Cl)c1C=CF,-7.273,-5.919,1.354,-3.1297000000000006,Gen 36
MOL_01842,CCCC(=O)C1CCCC1(C)Cc1cnccc1C=CF,-7.165,-5.765,1.4,-3.1295,Fase 1_Lote Inicial
MOL_01843,CCOC(=O)C1C(OC)CCC1c1cnccc1I,-7.167,-5.768,1.399,-3.1294000000000004,Fase 2_Seletividade
MOL_01844,CCC(=O)C1C(S)CCC1c1cnccc1I,-6.81,-5.259,1.551,-3.1287,Fase 2_Seletividade
MOL_01845,CC1CCC(c2cnccc2C=O)C1C(N)=O,-7.268,-5.914,1.354,-3.1282000000000005,Fase 2_Seletividade
MOL_01846,CCC(=O)C1C(F)CCC1c1cnccc1NC#N,-8.138,-6.462,1.676,-3.127880000000002,Fase 1_Lote Inicial
MOL_01847,CC(=O)C1C(N)CCC1c1cnccc1I,-7.11,-5.689,1.421,-3.1277000000000004,Fase 2_Seletividade
MOL_01848,CCC(=O)C1C(N)CCC1c1cnccc1OC,-7.233,-5.868,1.365,-3.1254,Fase 2_Seletividade
MOL_01849,CC(=O)C1C(O)CCC1c1cnccc1C#N,-7.439,-6.162,1.277,-3.12488,Fase 2_Seletividade
