legacy_record_id,source_file,source_row,original_identifier,original_smiles,original_inchi,original_inchikey,original_identity,normalized_isomeric_smiles,inchi,inchikey,formula,heavy_atom_count,normalized_identity,identity_status,legacy_roles,legacy_source_count,historical_label,legacy_metrics,source_provenance,evidence_origin,evidence_level,experimental_validation,promotion_to_current_evidence
LEGACY-INCHIKEY-PMSSLYVXPQTBOI-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,1525,MOL_01524,CC1CCC(c2cnccc2N)C1C(N)=O,,,"{""identifier"":""MOL_01524"",""inchi"":"""",""inchikey"":"""",""smiles"":""CC1CCC(c2cnccc2N)C1C(N)=O""}",CC1CCC(c2cnccc2N)C1C(N)=O,"InChI=1S/C12H17N3O/c1-7-2-3-8(11(7)12(14)16)9-6-15-5-4-10(9)13/h4-8,11H,2-3H2,1H3,(H2,13,15)(H2,14,16)",PMSSLYVXPQTBOI-UHFFFAOYSA-N,C12H17N3O,16,"{""formula"":""C12H17N3O"",""heavy_atom_count"":16,""inchi"":""InChI=1S/C12H17N3O/c1-7-2-3-8(11(7)12(14)16)9-6-15-5-4-10(9)13/h4-8,11H,2-3H2,1H3,(H2,13,15)(H2,14,16)"",""inchikey"":""PMSSLYVXPQTBOI-UHFFFAOYSA-N"",""isomeric_smiles"":""CC1CCC(c2cnccc2N)C1C(N)=O""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-8.083,""5W8K_Risco"":-6.391,""Fitness_Score"":-3.3188950000000013,""Indice_Seletividade"":1.692,""Origem_Historica"":""Fase 2_Seletividade""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-8.083,""5W8K_Risco"":-6.391,""Fitness_Score"":-3.3188950000000013,""Indice_Seletividade"":1.692,""Origem_Historica"":""Fase 2_Seletividade""},""original_identifier"":""MOL_01524"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CC1CCC(c2cnccc2N)C1C(N)=O"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":1525,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-PNACIWSJGGDHFX-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,2595,MOL_02594,O=CC(=O)C1C(S)CCC1c1cnccc1Br,,,"{""identifier"":""MOL_02594"",""inchi"":"""",""inchikey"":"""",""smiles"":""O=CC(=O)C1C(S)CCC1c1cnccc1Br""}",O=CC(=O)C1C(S)CCC1c1cnccc1Br,"InChI=1S/C12H12BrNO2S/c13-9-3-4-14-5-8(9)7-1-2-11(17)12(7)10(16)6-15/h3-7,11-12,17H,1-2H2",PNACIWSJGGDHFX-UHFFFAOYSA-N,C12H12BrNO2S,17,"{""formula"":""C12H12BrNO2S"",""heavy_atom_count"":17,""inchi"":""InChI=1S/C12H12BrNO2S/c13-9-3-4-14-5-8(9)7-1-2-11(17)12(7)10(16)6-15/h3-7,11-12,17H,1-2H2"",""inchikey"":""PNACIWSJGGDHFX-UHFFFAOYSA-N"",""isomeric_smiles"":""O=CC(=O)C1C(S)CCC1c1cnccc1Br""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-6.487,""5W8K_Risco"":-5.44,""Fitness_Score"":-2.6790000000000003,""Indice_Seletividade"":1.047,""Origem_Historica"":""Fase 2_Seletividade""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-6.487,""5W8K_Risco"":-5.44,""Fitness_Score"":-2.6790000000000003,""Indice_Seletividade"":1.047,""Origem_Historica"":""Fase 2_Seletividade""},""original_identifier"":""MOL_02594"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""O=CC(=O)C1C(S)CCC1c1cnccc1Br"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":2595,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-PNAIFMAHOIOJDQ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,2008,MOL_02007,CCC(=O)C1C(C=O)CCC1c1cnccc1OC,,,"{""identifier"":""MOL_02007"",""inchi"":"""",""inchikey"":"""",""smiles"":""CCC(=O)C1C(C=O)CCC1c1cnccc1OC""}",CCC(=O)C1C(C=O)CCC1c1cnccc1OC,"InChI=1S/C15H19NO3/c1-3-13(18)15-10(9-17)4-5-11(15)12-8-16-7-6-14(12)19-2/h6-11,15H,3-5H2,1-2H3",PNAIFMAHOIOJDQ-UHFFFAOYSA-N,C15H19NO3,19,"{""formula"":""C15H19NO3"",""heavy_atom_count"":19,""inchi"":""InChI=1S/C15H19NO3/c1-3-13(18)15-10(9-17)4-5-11(15)12-8-16-7-6-14(12)19-2/h6-11,15H,3-5H2,1-2H3"",""inchikey"":""PNAIFMAHOIOJDQ-UHFFFAOYSA-N"",""isomeric_smiles"":""CCC(=O)C1C(C=O)CCC1c1cnccc1OC""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-6.987,""5W8K_Risco"":-5.645,""Fitness_Score"":-3.0355000000000008,""Indice_Seletividade"":1.342,""Origem_Historica"":""Fase 2_Seletividade""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-6.987,""5W8K_Risco"":-5.645,""Fitness_Score"":-3.0355000000000008,""Indice_Seletividade"":1.342,""Origem_Historica"":""Fase 2_Seletividade""},""original_identifier"":""MOL_02007"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CCC(=O)C1C(C=O)CCC1c1cnccc1OC"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":2008,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-PNEBCNCZIIZKAF-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,3156,MOL_03155,CCNC(=O)C1C(N)CCC1c1cnccc1F,,,"{""identifier"":""MOL_03155"",""inchi"":"""",""inchikey"":"""",""smiles"":""CCNC(=O)C1C(N)CCC1c1cnccc1F""}",CCNC(=O)C1C(N)CCC1c1cnccc1F,"InChI=1S/C13H18FN3O/c1-2-17-13(18)12-8(3-4-11(12)15)9-7-16-6-5-10(9)14/h5-8,11-12H,2-4,15H2,1H3,(H,17,18)",PNEBCNCZIIZKAF-UHFFFAOYSA-N,C13H18FN3O,18,"{""formula"":""C13H18FN3O"",""heavy_atom_count"":18,""inchi"":""InChI=1S/C13H18FN3O/c1-2-17-13(18)12-8(3-4-11(12)15)9-7-16-6-5-10(9)14/h5-8,11-12H,2-4,15H2,1H3,(H,17,18)"",""inchikey"":""PNEBCNCZIIZKAF-UHFFFAOYSA-N"",""isomeric_smiles"":""CCNC(=O)C1C(N)CCC1c1cnccc1F""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-7.441,""5W8K_Risco"":-6.53,""Fitness_Score"":-2.1480000000000006,""Indice_Seletividade"":0.911,""Origem_Historica"":""Fase 2_Seletividade""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-7.441,""5W8K_Risco"":-6.53,""Fitness_Score"":-2.1480000000000006,""Indice_Seletividade"":0.911,""Origem_Historica"":""Fase 2_Seletividade""},""original_identifier"":""MOL_03155"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CCNC(=O)C1C(N)CCC1c1cnccc1F"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":3156,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-PNKBXRSWKAMMKW-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,951,MOL_00950,CCc1ccncc1C1CCC(C)C1C(=O)NC,,,"{""identifier"":""MOL_00950"",""inchi"":"""",""inchikey"":"""",""smiles"":""CCc1ccncc1C1CCC(C)C1C(=O)NC""}",CCc1ccncc1C1CCC(C)C1C(=O)NC,"InChI=1S/C15H22N2O/c1-4-11-7-8-17-9-13(11)12-6-5-10(2)14(12)15(18)16-3/h7-10,12,14H,4-6H2,1-3H3,(H,16,18)",PNKBXRSWKAMMKW-UHFFFAOYSA-N,C15H22N2O,18,"{""formula"":""C15H22N2O"",""heavy_atom_count"":18,""inchi"":""InChI=1S/C15H22N2O/c1-4-11-7-8-17-9-13(11)12-6-5-10(2)14(12)15(18)16-3/h7-10,12,14H,4-6H2,1-3H3,(H,16,18)"",""inchikey"":""PNKBXRSWKAMMKW-UHFFFAOYSA-N"",""isomeric_smiles"":""CCc1ccncc1C1CCC(C)C1C(=O)NC""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-8.345,""5W8K_Risco"":-6.352,""Fitness_Score"":-3.694580000000001,""Indice_Seletividade"":1.993,""Origem_Historica"":""Fase 2_Seletividade""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-8.345,""5W8K_Risco"":-6.352,""Fitness_Score"":-3.694580000000001,""Indice_Seletividade"":1.993,""Origem_Historica"":""Fase 2_Seletividade""},""original_identifier"":""MOL_00950"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CCc1ccncc1C1CCC(C)C1C(=O)NC"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":951,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-PNKNURRHAKDZNX-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,996,MOL_00995,CC1CCC(c2cnccc2C=O)C1C(=O)C=O,,,"{""identifier"":""MOL_00995"",""inchi"":"""",""inchikey"":"""",""smiles"":""CC1CCC(c2cnccc2C=O)C1C(=O)C=O""}",CC1CCC(c2cnccc2C=O)C1C(=O)C=O,"InChI=1S/C14H15NO3/c1-9-2-3-11(14(9)13(18)8-17)12-6-15-5-4-10(12)7-16/h4-9,11,14H,2-3H2,1H3",PNKNURRHAKDZNX-UHFFFAOYSA-N,C14H15NO3,18,"{""formula"":""C14H15NO3"",""heavy_atom_count"":18,""inchi"":""InChI=1S/C14H15NO3/c1-9-2-3-11(14(9)13(18)8-17)12-6-15-5-4-10(12)7-16/h4-9,11,14H,2-3H2,1H3"",""inchikey"":""PNKNURRHAKDZNX-UHFFFAOYSA-N"",""isomeric_smiles"":""CC1CCC(c2cnccc2C=O)C1C(=O)C=O""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-7.695,""5W8K_Risco"":-5.767,""Fitness_Score"":-3.6581,""Indice_Seletividade"":1.928,""Origem_Historica"":""Fase 2_Seletividade""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-7.695,""5W8K_Risco"":-5.767,""Fitness_Score"":-3.6581,""Indice_Seletividade"":1.928,""Origem_Historica"":""Fase 2_Seletividade""},""original_identifier"":""MOL_00995"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CC1CCC(c2cnccc2C=O)C1C(=O)C=O"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":996,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-PNLKKDPWMZZKLI-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,2111,MOL_02110,CCCC(=O)C1C(C#N)CCC1c1cnccc1S,,,"{""identifier"":""MOL_02110"",""inchi"":"""",""inchikey"":"""",""smiles"":""CCCC(=O)C1C(C#N)CCC1c1cnccc1S""}",CCCC(=O)C1C(C#N)CCC1c1cnccc1S,"InChI=1S/C15H18N2OS/c1-2-3-13(18)15-10(8-16)4-5-11(15)12-9-17-7-6-14(12)19/h6-7,9-11,15H,2-5H2,1H3,(H,17,19)",PNLKKDPWMZZKLI-UHFFFAOYSA-N,C15H18N2OS,19,"{""formula"":""C15H18N2OS"",""heavy_atom_count"":19,""inchi"":""InChI=1S/C15H18N2OS/c1-2-3-13(18)15-10(8-16)4-5-11(15)12-9-17-7-6-14(12)19/h6-7,9-11,15H,2-5H2,1H3,(H,17,19)"",""inchikey"":""PNLKKDPWMZZKLI-UHFFFAOYSA-N"",""isomeric_smiles"":""CCCC(=O)C1C(C#N)CCC1c1cnccc1S""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-6.901,""5W8K_Risco"":-5.602,""Fitness_Score"":-2.9796,""Indice_Seletividade"":1.299,""Origem_Historica"":""Fase 2_Seletividade""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-6.901,""5W8K_Risco"":-5.602,""Fitness_Score"":-2.9796,""Indice_Seletividade"":1.299,""Origem_Historica"":""Fase 2_Seletividade""},""original_identifier"":""MOL_02110"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CCCC(=O)C1C(C#N)CCC1c1cnccc1S"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":2111,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-PNVYDUKWMKGMEI-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,177,MOL_00176,Cc1ncc(C2CCC(C)C2C(=O)CC(C)C)c(C=NO)c1O,,,"{""identifier"":""MOL_00176"",""inchi"":"""",""inchikey"":"""",""smiles"":""Cc1ncc(C2CCC(C)C2C(=O)CC(C)C)c(C=NO)c1O""}",Cc1ncc(C2CCC(C)C2C(=O)CC(C)C)c(C=NO)c1O,"InChI=1S/C18H26N2O3/c1-10(2)7-16(21)17-11(3)5-6-13(17)14-8-19-12(4)18(22)15(14)9-20-23/h8-11,13,17,22-23H,5-7H2,1-4H3",PNVYDUKWMKGMEI-UHFFFAOYSA-N,C18H26N2O3,23,"{""formula"":""C18H26N2O3"",""heavy_atom_count"":23,""inchi"":""InChI=1S/C18H26N2O3/c1-10(2)7-16(21)17-11(3)5-6-13(17)14-8-19-12(4)18(22)15(14)9-20-23/h8-11,13,17,22-23H,5-7H2,1-4H3"",""inchikey"":""PNVYDUKWMKGMEI-UHFFFAOYSA-N"",""isomeric_smiles"":""Cc1ncc(C2CCC(C)C2C(=O)CC(C)C)c(C=NO)c1O""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-8.865,""5W8K_Risco"":-6.061,""Fitness_Score"":-4.622300000000001,""Indice_Seletividade"":2.8040000000000003,""Origem_Historica"":""Gen 22""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-8.865,""5W8K_Risco"":-6.061,""Fitness_Score"":-4.622300000000001,""Indice_Seletividade"":2.8040000000000003,""Origem_Historica"":""Gen 22""},""original_identifier"":""MOL_00176"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""Cc1ncc(C2CCC(C)C2C(=O)CC(C)C)c(C=NO)c1O"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":177,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-POAHICABCBIMEO-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,1391,MOL_01390,CCCC(=O)C1C(CC)CCC1c1cnccc1NC#N,,,"{""identifier"":""MOL_01390"",""inchi"":"""",""inchikey"":"""",""smiles"":""CCCC(=O)C1C(CC)CCC1c1cnccc1NC#N""}",CCCC(=O)C1C(CC)CCC1c1cnccc1NC#N,"InChI=1S/C17H23N3O/c1-3-5-16(21)17-12(4-2)6-7-13(17)14-10-19-9-8-15(14)20-11-18/h8-10,12-13,17H,3-7H2,1-2H3,(H,19,20)",POAHICABCBIMEO-UHFFFAOYSA-N,C17H23N3O,21,"{""formula"":""C17H23N3O"",""heavy_atom_count"":21,""inchi"":""InChI=1S/C17H23N3O/c1-3-5-16(21)17-12(4-2)6-7-13(17)14-10-19-9-8-15(14)20-11-18/h8-10,12-13,17H,3-7H2,1-2H3,(H,19,20)"",""inchikey"":""POAHICABCBIMEO-UHFFFAOYSA-N"",""isomeric_smiles"":""CCCC(=O)C1C(CC)CCC1c1cnccc1NC#N""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-7.581,""5W8K_Risco"":-5.979,""Fitness_Score"":-3.3957000000000006,""Indice_Seletividade"":1.602,""Origem_Historica"":""Fase 1_Lote Inicial""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-7.581,""5W8K_Risco"":-5.979,""Fitness_Score"":-3.3957000000000006,""Indice_Seletividade"":1.602,""Origem_Historica"":""Fase 1_Lote Inicial""},""original_identifier"":""MOL_01390"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CCCC(=O)C1C(CC)CCC1c1cnccc1NC#N"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":1391,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-POCCCLAVTVCKBM-UHFFFAOYSA-N,formolecular/csv_elite_farma/RANKING_FARMACOS_ELITE_ADMET.csv,3,Molecula_Util_749630,NC1CC1CC1CC1,,,"{""identifier"":""Molecula_Util_749630"",""inchi"":"""",""inchikey"":"""",""smiles"":""NC1CC1CC1CC1""}",NC1CC1CC1CC1,"InChI=1S/C7H13N/c8-7-4-6(7)3-5-1-2-5/h5-7H,1-4,8H2",POCCCLAVTVCKBM-UHFFFAOYSA-N,C7H13N,8,"{""formula"":""C7H13N"",""heavy_atom_count"":8,""inchi"":""InChI=1S/C7H13N/c8-7-4-6(7)3-5-1-2-5/h5-7H,1-4,8H2"",""inchikey"":""POCCCLAVTVCKBM-UHFFFAOYSA-N"",""isomeric_smiles"":""NC1CC1CC1CC1""}",IDENTITY_VALID,FARMA_ELITE,1,,"[{""ADMET_AromaticRings"":0,""ADMET_FractionCSP3"":1,""ADMET_HAcceptors"":1,""ADMET_HDonors"":1,""ADMET_RotatableBonds"":2,""Categoria"":""Candidato_Farmaceutico"",""Complexidade"":-208.66,""Energia_3D_Kcal"":""Alimentos/Aromas"",""IA_Pred_Score_QED"":1,""LogP"":0.568,""Num_B"":"""",""Num_Cl"":"""",""Num_N"":0,""Num_P"":0,""Num_S"":"""",""Num_Si"":"""",""OB_Pct"":0,""PHARMA_Lipinski_Pass"":1,""PHARMA_Qtd_F"":0,""PHARMA_Qtd_N"":1,""PHARMA_Qtd_O"":0,""Peso_Molar"":111.188,""Qtd_Aneis"":1.134,""Score_QED"":1,""TPSA"":26.02}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""ADMET_AromaticRings"":0,""ADMET_FractionCSP3"":1,""ADMET_HAcceptors"":1,""ADMET_HDonors"":1,""ADMET_RotatableBonds"":2,""Categoria"":""Candidato_Farmaceutico"",""Complexidade"":-208.66,""Energia_3D_Kcal"":""Alimentos/Aromas"",""IA_Pred_Score_QED"":1,""LogP"":0.568,""Num_B"":"""",""Num_Cl"":"""",""Num_N"":0,""Num_P"":0,""Num_S"":"""",""Num_Si"":"""",""OB_Pct"":0,""PHARMA_Lipinski_Pass"":1,""PHARMA_Qtd_F"":0,""PHARMA_Qtd_N"":1,""PHARMA_Qtd_O"":0,""Peso_Molar"":111.188,""Qtd_Aneis"":1.134,""Score_QED"":1,""TPSA"":26.02},""original_identifier"":""Molecula_Util_749630"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""NC1CC1CC1CC1"",""source_file"":""formolecular/csv_elite_farma/RANKING_FARMACOS_ELITE_ADMET.csv"",""source_role"":""FARMA_ELITE"",""source_row"":3,""source_sha256"":""512426e5e840f6b8eb097719e4c68db11582d35e5e9a93f8b83fcab2a04b1532""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-POGTYTSWJXGPKZ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,137,MOL_00136,COc1c(O)nc(C)c(O)c1C1C(C)CCC1C(C)=O,,,"{""identifier"":""MOL_00136"",""inchi"":"""",""inchikey"":"""",""smiles"":""COc1c(O)nc(C)c(O)c1C1C(C)CCC1C(C)=O""}",COc1c(O)nc(C)c(O)c1C1C(C)CCC1C(C)=O,"InChI=1S/C15H21NO4/c1-7-5-6-10(9(3)17)11(7)12-13(18)8(2)16-15(19)14(12)20-4/h7,10-11,18H,5-6H2,1-4H3,(H,16,19)",POGTYTSWJXGPKZ-UHFFFAOYSA-N,C15H21NO4,20,"{""formula"":""C15H21NO4"",""heavy_atom_count"":20,""inchi"":""InChI=1S/C15H21NO4/c1-7-5-6-10(9(3)17)11(7)12-13(18)8(2)16-15(19)14(12)20-4/h7,10-11,18H,5-6H2,1-4H3,(H,16,19)"",""inchikey"":""POGTYTSWJXGPKZ-UHFFFAOYSA-N"",""isomeric_smiles"":""COc1c(O)nc(C)c(O)c1C1C(C)CCC1C(C)=O""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-8.869,""5W8K_Risco"":-5.933,""Fitness_Score"":-4.7159,""Indice_Seletividade"":2.936,""Origem_Historica"":""Gen 153""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-8.869,""5W8K_Risco"":-5.933,""Fitness_Score"":-4.7159,""Indice_Seletividade"":2.936,""Origem_Historica"":""Gen 153""},""original_identifier"":""MOL_00136"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""COc1c(O)nc(C)c(O)c1C1C(C)CCC1C(C)=O"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":137,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-POKDAFGEUKPWQB-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,1546,MOL_01545,CCCC(=O)C1C(O)CCC1c1cnccc1C1CO1,,,"{""identifier"":""MOL_01545"",""inchi"":"""",""inchikey"":"""",""smiles"":""CCCC(=O)C1C(O)CCC1c1cnccc1C1CO1""}",CCCC(=O)C1C(O)CCC1c1cnccc1C1CO1,"InChI=1S/C16H21NO3/c1-2-3-13(18)16-11(4-5-14(16)19)12-8-17-7-6-10(12)15-9-20-15/h6-8,11,14-16,19H,2-5,9H2,1H3",POKDAFGEUKPWQB-UHFFFAOYSA-N,C16H21NO3,20,"{""formula"":""C16H21NO3"",""heavy_atom_count"":20,""inchi"":""InChI=1S/C16H21NO3/c1-2-3-13(18)16-11(4-5-14(16)19)12-8-17-7-6-10(12)15-9-20-15/h6-8,11,14-16,19H,2-5,9H2,1H3"",""inchikey"":""POKDAFGEUKPWQB-UHFFFAOYSA-N"",""isomeric_smiles"":""CCCC(=O)C1C(O)CCC1c1cnccc1C1CO1""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-7.434,""5W8K_Risco"":-5.897,""Fitness_Score"":-3.3061,""Indice_Seletividade"":1.537,""Origem_Historica"":""Fase 1_Lote Inicial""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-7.434,""5W8K_Risco"":-5.897,""Fitness_Score"":-3.3061,""Indice_Seletividade"":1.537,""Origem_Historica"":""Fase 1_Lote Inicial""},""original_identifier"":""MOL_01545"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CCCC(=O)C1C(O)CCC1c1cnccc1C1CO1"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":1546,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
LEGACY-INCHIKEY-POLRBXCXVRASTG-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,3389,MOL_03388,CC(C)CC(C)C(N)=O,,,"{""identifier"":""MOL_03388"",""inchi"":"""",""inchikey"":"""",""smiles"":""CC(C)CC(C)C(N)=O""}",CC(C)CC(C)C(N)=O,"InChI=1S/C7H15NO/c1-5(2)4-6(3)7(8)9/h5-6H,4H2,1-3H3,(H2,8,9)",POLRBXCXVRASTG-UHFFFAOYSA-N,C7H15NO,9,"{""formula"":""C7H15NO"",""heavy_atom_count"":9,""inchi"":""InChI=1S/C7H15NO/c1-5(2)4-6(3)7(8)9/h5-6H,4H2,1-3H3,(H2,8,9)"",""inchikey"":""POLRBXCXVRASTG-UHFFFAOYSA-N"",""isomeric_smiles"":""CC(C)CC(C)C(N)=O""}",IDENTITY_VALID,MASTER_UNIFIED,1,,"[{""1EVE_Eficacia"":-5.347,""5W8K_Risco"":-5.238,""Fitness_Score"":-1.6804000000000006,""Indice_Seletividade"":0.1089999999999999,""Origem_Historica"":""Gen 39""}]","[{""historical_label"":"""",""historical_label_source"":"""",""legacy_metrics"":{""1EVE_Eficacia"":-5.347,""5W8K_Risco"":-5.238,""Fitness_Score"":-1.6804000000000006,""Indice_Seletividade"":0.1089999999999999,""Origem_Historica"":""Gen 39""},""original_identifier"":""MOL_03388"",""original_inchi"":"""",""original_inchikey"":"""",""original_smiles"":""CC(C)CC(C)C(N)=O"",""source_file"":""formolecular/novo_horizonte/banco_mestre_unificado.csv"",""source_role"":""MASTER_UNIFIED"",""source_row"":3389,""source_sha256"":""57bfc3ecf9219e1cb7017892371771f82bd473cdf13250d0643fbf1dac12cb4b""}]",LEGACY,COMPUTATIONAL,NONE,FORBIDDEN
