legacy_record_id,inchikey,source_file,source_role,compound,filtered,farma_elite,top_hit,nh_4ey7,nh_isolated,master
LEGACY-INCHIKEY-FLTOOQUWHJXVGB-UHFFFAOYSA-N,FLTOOQUWHJXVGB-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FLTOOQUWHJXVGB-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FLVAQJAFCZUSTB-UHFFFAOYSA-N,FLVAQJAFCZUSTB-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FLVAQJAFCZUSTB-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FLWJLYNDRAPVFO-UHFFFAOYSA-N,FLWJLYNDRAPVFO-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FLWJLYNDRAPVFO-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FMDBMQAOIKSINC-UHFFFAOYSA-N,FMDBMQAOIKSINC-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FMDBMQAOIKSINC-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FMDXWKQAULALGN-UHFFFAOYSA-N,FMDXWKQAULALGN-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FMDXWKQAULALGN-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FMGRUZWPXDKTHC-UHFFFAOYSA-N,FMGRUZWPXDKTHC-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FMGRUZWPXDKTHC-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FMJLCVJQLNPHGK-UHFFFAOYSA-N,FMJLCVJQLNPHGK-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FMJLCVJQLNPHGK-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FMJSPZFHGKRMBK-UHFFFAOYSA-N,FMJSPZFHGKRMBK-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FMJSPZFHGKRMBK-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FMLNSFPRMOYNKY-UHFFFAOYSA-N,FMLNSFPRMOYNKY-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FMLNSFPRMOYNKY-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FMRXJCZVKKYXAH-UHFFFAOYSA-N,FMRXJCZVKKYXAH-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FMRXJCZVKKYXAH-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FMVJLIUPYMVLEL-UHFFFAOYSA-N,FMVJLIUPYMVLEL-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FMVJLIUPYMVLEL-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FMZKZWFSFLNKQO-UHFFFAOYSA-N,FMZKZWFSFLNKQO-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FMZKZWFSFLNKQO-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FMZRNXWOHUBVDT-UHFFFAOYSA-N,FMZRNXWOHUBVDT-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FMZRNXWOHUBVDT-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FNBZMTDTSOIOIU-UHFFFAOYSA-N,FNBZMTDTSOIOIU-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FNBZMTDTSOIOIU-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FNSKGBNJSUZZMS-UHFFFAOYSA-N,FNSKGBNJSUZZMS-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FNSKGBNJSUZZMS-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FNVBGYMIDFIAAD-UHFFFAOYSA-N,FNVBGYMIDFIAAD-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FNVBGYMIDFIAAD-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FOCCMKJIHMSNBG-UHFFFAOYSA-N,FOCCMKJIHMSNBG-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FOCCMKJIHMSNBG-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FOELFENYZKTPHH-UHFFFAOYSA-N,FOELFENYZKTPHH-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FOELFENYZKTPHH-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FOHROTRXVMPKTR-UHFFFAOYSA-N,FOHROTRXVMPKTR-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FOHROTRXVMPKTR-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FOIJQLVNIYRQMH-UHFFFAOYSA-N,FOIJQLVNIYRQMH-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FOIJQLVNIYRQMH-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FONVLFWCZSSDDC-UHFFFAOYSA-N,FONVLFWCZSSDDC-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FONVLFWCZSSDDC-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FOPYCXNLIGIVQQ-UHFFFAOYSA-N,FOPYCXNLIGIVQQ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FOPYCXNLIGIVQQ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FOUBQBOXVGWUEP-UHFFFAOYSA-N,FOUBQBOXVGWUEP-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FOUBQBOXVGWUEP-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FOVHDZQWXVMQMQ-UHFFFAOYSA-N,FOVHDZQWXVMQMQ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FOVHDZQWXVMQMQ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FPAHCMGUSFLGJD-UHFFFAOYSA-N,FPAHCMGUSFLGJD-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FPAHCMGUSFLGJD-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FPDUUGNNGRAXRO-UHFFFAOYSA-N,FPDUUGNNGRAXRO-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FPDUUGNNGRAXRO-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FPDZDUCXBJNWDR-UHFFFAOYSA-N,FPDZDUCXBJNWDR-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FPDZDUCXBJNWDR-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FPMDAVDQMOLMDS-UHFFFAOYSA-N,FPMDAVDQMOLMDS-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FPMDAVDQMOLMDS-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FPMWYCXCPHXFTO-UHFFFAOYSA-N,FPMWYCXCPHXFTO-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FPMWYCXCPHXFTO-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FPNLHBGRFAJNIK-UHFFFAOYSA-N,FPNLHBGRFAJNIK-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FPNLHBGRFAJNIK-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FPONDCLVMFBLSH-UHFFFAOYSA-N,FPONDCLVMFBLSH-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FPONDCLVMFBLSH-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FPTFAGMCNIKSBZ-UHFFFAOYSA-N,FPTFAGMCNIKSBZ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FPTFAGMCNIKSBZ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FQJQFBABDOUIJT-UHFFFAOYSA-N,FQJQFBABDOUIJT-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FQJQFBABDOUIJT-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FQJZAAJRRIODTF-UHFFFAOYSA-N,FQJZAAJRRIODTF-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FQJZAAJRRIODTF-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FQRPZHVCKHWXQZ-UHFFFAOYSA-N,FQRPZHVCKHWXQZ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FQRPZHVCKHWXQZ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FQUIFZOLFBWENK-UHFFFAOYSA-N,FQUIFZOLFBWENK-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FQUIFZOLFBWENK-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FQVZFAVIILPUIS-UHFFFAOYSA-N,FQVZFAVIILPUIS-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FQVZFAVIILPUIS-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FQWJHFHLNSGNTI-UHFFFAOYSA-N,FQWJHFHLNSGNTI-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FQWJHFHLNSGNTI-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FQXXGXMNDGIAAH-UHFFFAOYSA-N,FQXXGXMNDGIAAH-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FQXXGXMNDGIAAH-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FQYUCXNJPGMJOL-UHFFFAOYSA-N,FQYUCXNJPGMJOL-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FQYUCXNJPGMJOL-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FRCCRFRJNFZUNT-UHFFFAOYSA-N,FRCCRFRJNFZUNT-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FRCCRFRJNFZUNT-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FRKQJXKNVZCJTG-UHFFFAOYSA-N,FRKQJXKNVZCJTG-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FRKQJXKNVZCJTG-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FRNQCJMKWCVYGV-UHFFFAOYSA-N,FRNQCJMKWCVYGV-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FRNQCJMKWCVYGV-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FRUNCHPVOQBRJB-UHFFFAOYSA-N,FRUNCHPVOQBRJB-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FRUNCHPVOQBRJB-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FSECFNKEXSICJM-UHFFFAOYSA-N,FSECFNKEXSICJM-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FSECFNKEXSICJM-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FSLGEZIYBYANRS-UHFFFAOYSA-N,FSLGEZIYBYANRS-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FSLGEZIYBYANRS-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FSSDJHXJFFKFQF-UHFFFAOYSA-N,FSSDJHXJFFKFQF-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FSSDJHXJFFKFQF-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FSVBJWMNQICCQY-UHFFFAOYSA-N,FSVBJWMNQICCQY-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FSVBJWMNQICCQY-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FSZVQIDRBCDPIA-UHFFFAOYSA-N,FSZVQIDRBCDPIA-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FSZVQIDRBCDPIA-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FTBYTCSJTALNMI-UHFFFAOYSA-N,FTBYTCSJTALNMI-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FTBYTCSJTALNMI-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FTDLOLMGBJISKD-UHFFFAOYSA-N,FTDLOLMGBJISKD-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FTDLOLMGBJISKD-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FTFLTIRDAOXDPB-UHFFFAOYSA-N,FTFLTIRDAOXDPB-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FTFLTIRDAOXDPB-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FTMYMTVYWRSPIU-UHFFFAOYSA-N,FTMYMTVYWRSPIU-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FTMYMTVYWRSPIU-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FTQNEKMVJDWUHC-UHFFFAOYSA-N,FTQNEKMVJDWUHC-UHFFFAOYSA-N,formolecular/csv_elite_farma/RANKING_FARMACOS_ELITE_ADMET.csv,FARMA_ELITE,FTQNEKMVJDWUHC-UHFFFAOYSA-N,0,1,0,0,0,0
LEGACY-INCHIKEY-FTVKCELCSIRWKN-UHFFFAOYSA-N,FTVKCELCSIRWKN-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FTVKCELCSIRWKN-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FTZQQPCKDSPKPE-UHFFFAOYSA-N,FTZQQPCKDSPKPE-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FTZQQPCKDSPKPE-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FVHSLGHZTCYBQC-UHFFFAOYSA-N,FVHSLGHZTCYBQC-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FVHSLGHZTCYBQC-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FWBHUVINNOSASX-UHFFFAOYSA-N,FWBHUVINNOSASX-UHFFFAOYSA-N,formolecular/novo_horizonte/top10_validado_4EY7.csv,NH_VALIDATED_4EY7;NH_ISOLATED;MASTER_UNIFIED,FWBHUVINNOSASX-UHFFFAOYSA-N,0,0,0,1,1,1
LEGACY-INCHIKEY-FWBWWMGBOVBLPJ-UHFFFAOYSA-N,FWBWWMGBOVBLPJ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FWBWWMGBOVBLPJ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FWNZHQPWKNJSMG-UHFFFAOYSA-N,FWNZHQPWKNJSMG-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FWNZHQPWKNJSMG-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FWQPLZRBSWYORQ-UHFFFAOYSA-N,FWQPLZRBSWYORQ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FWQPLZRBSWYORQ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FWQQHZXDFHSBNA-UHFFFAOYSA-N,FWQQHZXDFHSBNA-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FWQQHZXDFHSBNA-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FWRKQVJPXUYANQ-UHFFFAOYSA-N,FWRKQVJPXUYANQ-UHFFFAOYSA-N,formolecular/csv_elite_farma/RANKING_FARMACOS_ELITE_ADMET.csv,FARMA_ELITE,FWRKQVJPXUYANQ-UHFFFAOYSA-N,0,1,0,0,0,0
LEGACY-INCHIKEY-FWTUDMPQUOHHMP-UHFFFAOYSA-N,FWTUDMPQUOHHMP-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FWTUDMPQUOHHMP-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FWWCPACDVAHVJO-UHFFFAOYSA-N,FWWCPACDVAHVJO-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FWWCPACDVAHVJO-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FWWSBAUHNKCMRM-UHFFFAOYSA-N,FWWSBAUHNKCMRM-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FWWSBAUHNKCMRM-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FXAFUWDPODHOBU-UHFFFAOYSA-N,FXAFUWDPODHOBU-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FXAFUWDPODHOBU-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FXDQBSBHVGARRM-UHFFFAOYSA-N,FXDQBSBHVGARRM-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FXDQBSBHVGARRM-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FXEPIYMKLKBSJR-UHFFFAOYSA-N,FXEPIYMKLKBSJR-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FXEPIYMKLKBSJR-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FXFRLBWOKJMEEB-UHFFFAOYSA-N,FXFRLBWOKJMEEB-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FXFRLBWOKJMEEB-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FXJGZZKRMVXTKZ-UHFFFAOYSA-N,FXJGZZKRMVXTKZ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FXJGZZKRMVXTKZ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FXNLAPKIZKDKMV-UHFFFAOYSA-N,FXNLAPKIZKDKMV-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FXNLAPKIZKDKMV-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FXPRAVCBRGRQBZ-UHFFFAOYSA-N,FXPRAVCBRGRQBZ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FXPRAVCBRGRQBZ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FXQPQTQAQUUQOF-UHFFFAOYSA-N,FXQPQTQAQUUQOF-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FXQPQTQAQUUQOF-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FXQUISLAFWLEKZ-UHFFFAOYSA-N,FXQUISLAFWLEKZ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FXQUISLAFWLEKZ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FXTPDFCUFIYBTL-UHFFFAOYSA-N,FXTPDFCUFIYBTL-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FXTPDFCUFIYBTL-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FXUXRFHMZCTSPO-UHFFFAOYSA-N,FXUXRFHMZCTSPO-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FXUXRFHMZCTSPO-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FYCOSGGXFBJLND-UHFFFAOYSA-N,FYCOSGGXFBJLND-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FYCOSGGXFBJLND-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FYEZZSVDSXKLMC-UHFFFAOYSA-N,FYEZZSVDSXKLMC-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FYEZZSVDSXKLMC-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FYNNYZHDRLNPKH-UHFFFAOYSA-N,FYNNYZHDRLNPKH-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FYNNYZHDRLNPKH-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FYQPZNSJHOYMEI-UHFFFAOYSA-N,FYQPZNSJHOYMEI-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FYQPZNSJHOYMEI-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FYTZATNWBKEEGO-UHFFFAOYSA-N,FYTZATNWBKEEGO-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FYTZATNWBKEEGO-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FYUPTZRPDXEHBU-UHFFFAOYSA-N,FYUPTZRPDXEHBU-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FYUPTZRPDXEHBU-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FYVDHNPMRZNGSM-UHFFFAOYSA-N,FYVDHNPMRZNGSM-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FYVDHNPMRZNGSM-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FYYBNZRGQFHUAP-UHFFFAOYSA-N,FYYBNZRGQFHUAP-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FYYBNZRGQFHUAP-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FYYOKITXRRJCIG-UHFFFAOYSA-N,FYYOKITXRRJCIG-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FYYOKITXRRJCIG-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FZCRYWRYYDDPNI-UHFFFAOYSA-N,FZCRYWRYYDDPNI-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FZCRYWRYYDDPNI-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FZEMQSOMNSHIJS-UHFFFAOYSA-N,FZEMQSOMNSHIJS-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FZEMQSOMNSHIJS-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FZIUSBRZGAWXKJ-UHFFFAOYSA-N,FZIUSBRZGAWXKJ-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FZIUSBRZGAWXKJ-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FZMVPRHBIJVAMV-UHFFFAOYSA-N,FZMVPRHBIJVAMV-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FZMVPRHBIJVAMV-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FZPUEMBUFHMSAD-UHFFFAOYSA-N,FZPUEMBUFHMSAD-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FZPUEMBUFHMSAD-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-FZWPGYSRYQHKBU-UHFFFAOYSA-N,FZWPGYSRYQHKBU-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,FZWPGYSRYQHKBU-UHFFFAOYSA-N,0,0,0,0,0,1
LEGACY-INCHIKEY-GABFSZKZBNFKTN-UHFFFAOYSA-N,GABFSZKZBNFKTN-UHFFFAOYSA-N,formolecular/novo_horizonte/banco_mestre_unificado.csv,MASTER_UNIFIED,GABFSZKZBNFKTN-UHFFFAOYSA-N,0,0,0,0,0,1
