ID_Mestre,SMILES,1EVE_Eficacia,5W8K_Risco,Indice_Seletividade,Origem_Historica
MOL_01789,COc1ccncc1C1CCC(C=O)C1C(=O)C1CCC1,-7.025,-5.883,1.142,Fase 2_Seletividade
MOL_01790,CC(=O)C1C(C#N)CCC1c1cnccc1C1CC1,-7.024,-6.287,0.737,Fase 2_Seletividade
MOL_01791,Cc1ccncc1C1CCC(N)C1C(=O)O,-7.023,-5.958,1.065,Fase 2_Seletividade
MOL_01792,COC1CCC(c2cnccc2C)C1C(C)=O,-7.022,-5.967,1.055,Fase 2_Seletividade
MOL_01793,Cc1ccncc1C1CCC(N)C1C(=O)C=O,-7.022,-6.413,0.609,Fase 2_Seletividade
MOL_01794,O=CC(=O)C1C(C=O)CCC1c1cnccc1I,-7.021,-5.609,1.412,Fase 2_Seletividade
MOL_01795,CCOC(=O)C1C(CF)CCC1c1cnccc1OC,-7.02,-6.244,0.776,Fase 2_Seletividade
MOL_01796,CC(C)c1ccncc1C1CCC(S)C1C(=O)C1CC1,-7.018,-5.845,1.173,Fase 2_Seletividade
MOL_01797,COc1ccncc1C1CCC(N)C1C(=O)O,-7.017,-6.085,0.932,Fase 2_Seletividade
MOL_01798,CCCC(=O)C1C(CF)CCC1c1cnccc1C,-7.016,-5.838,1.178,Fase 2_Seletividade
MOL_01799,NC(=O)C1C(O)CCC1c1cnccc1Br,-7.016,-6.11,0.906,Fase 2_Seletividade
MOL_01800,CCC1CCC(c2cnccc2I)C1C(=O)NC,-7.015,-6.31,0.705,Fase 2_Seletividade
MOL_01801,CCC1CCC(c2cnccc2C)C1C(C)=O,-7.014,-5.799,1.215,Fase 2_Seletividade
MOL_01802,CCNC(=O)C1C(N)CCC1c1cnccc1C(C)C,-7.014,-6.372,0.642,Fase 2_Seletividade
MOL_01803,CCOC(=O)C1C(N)CCC1c1cnccc1Br,-7.013,-5.528,1.485,Fase 2_Seletividade
MOL_01804,CC(C)C(=O)C1C(C#N)CCC1c1cnccc1C(F)F,-7.013,-6.236,0.777,Fase 2_Seletividade
MOL_01805,O=CC(=O)C1C(O)CCC1c1cnccc1Br,-7.012,-5.805,1.207,Fase 2_Seletividade
MOL_01806,CCNC(=O)C1C(C#N)CCC1c1cnccc1Br,-7.012,-6.626,0.386,Fase 2_Seletividade
MOL_01807,COC1CCC(c2cnccc2C2CC2)C1C(=O)C(C)C,-7.01,-5.816,1.194,Fase 2_Seletividade
MOL_01808,CC(=O)C1C(F)CCC1c1cnccc1Br,-7.01,-5.909,1.101,Fase 2_Seletividade
MOL_01809,CCNC(=O)C1C(CF)CCC1c1cnccc1S,-7.01,-6.421,0.589,Fase 2_Seletividade
MOL_01810,CCCC(=O)C1C(C)CCC1c1cnccc1Br,-7.009,-5.854,1.155,Fase 3_Super Elite
MOL_01811,COC(=O)C1C(N)CCC1c1cnccc1OC,-7.008,-5.859,1.149,Fase 2_Seletividade
MOL_01812,O=CC1CCC(c2cnccc2Br)C1C(=O)C(=O)O,-7.007,-6.036,0.971,Fase 2_Seletividade
MOL_01813,O=CC(=O)C1C(C=O)CCC1c1cnccc1F,-7.006,-5.811,1.195,Fase 2_Seletividade
MOL_01814,CCC(=O)C1C(OC)CCC1c1cnccc1CC,-7.005,-5.48,1.525,Fase 2_Seletividade
MOL_01815,CCOC(=O)C1C(S)CCC1c1cnccc1CF,-7.005,-5.567,1.438,Fase 2_Seletividade
MOL_01816,CCNC(=O)C1C(F)CCC1c1cnccc1Br,-7.005,-5.969,1.036,Fase 2_Seletividade
MOL_01817,COc1ccncc1C1CCC(C=O)C1C(C)=O,-7.004,-5.527,1.477,Fase 2_Seletividade
MOL_01818,CNC(=O)C1C(C=O)CCC1c1cnccc1S,-7.004,-5.835,1.169,Fase 2_Seletividade
MOL_01819,CC(=O)C1C(C#N)CCC1c1cnccc1Br,-7.003,-6.056,0.947,Fase 2_Seletividade
MOL_01820,COC1CCC(c2cnccc2S)C1C(N)=O,-7.002,-5.778,1.224,Fase 2_Seletividade
MOL_01821,O=Cc1ccncc1C1CCC(S)C1C(=O)C(=O)O,-7.0,-6.029,0.971,Fase 2_Seletividade
MOL_01822,COC(=O)C1C(O)CCC1c1cnccc1S,-6.998,-5.684,1.314,Fase 2_Seletividade
MOL_01823,N#CC1CCC(c2cnccc2C(F)F)C1C(=O)C1CC1,-6.997,-6.163,0.834,Fase 2_Seletividade
MOL_01824,[C-]#[N+]c1ccncc1C1CCC(C)C1C(=O)CC1CCC1F,-6.995,-6.64,0.355,Fase 1_Lote Inicial
MOL_01825,CCOC(=O)C1C(F)CCC1c1cnccc1O,-6.992,-5.575,1.417,Fase 2_Seletividade
MOL_01826,COC(=O)C1C(O)CCC1c1cnccc1OC,-6.992,-5.779,1.213,Fase 2_Seletividade
MOL_01827,CC(C)C(=O)C1C(N)CCC1c1cnccc1Br,-6.991,-6.199,0.792,Fase 2_Seletividade
MOL_01828,CCc1ccncc1C1CCC(S)C1C(=O)C=O,-6.99,-5.522,1.468,Fase 2_Seletividade
MOL_01829,CCc1ccncc1C1CCC(C=O)C1C(=O)C1CC1,-6.989,-5.626,1.363,Fase 2_Seletividade
MOL_01830,CC(C)C(=O)C1C(CF)CCC1c1cnccc1S,-6.988,-5.905,1.083,Fase 2_Seletividade
MOL_01831,CCC(=O)C1C(C=O)CCC1c1cnccc1OC,-6.987,-5.645,1.342,Fase 2_Seletividade
MOL_01832,CCCC(=O)C1C(CF)CCC1c1cnccc1S,-6.986,-5.463,1.523,Fase 2_Seletividade
MOL_01833,COC1CCC(c2cnccc2C(C)C)C1C(=O)C(N)=O,-6.986,-6.222,0.764,Fase 2_Seletividade
MOL_01834,CCC1CCC(c2cnccc2O)C1C(=O)O,-6.986,-6.409,0.577,Fase 2_Seletividade
MOL_01835,CCOC(=O)C1C(N)CCC1c1cnccc1C1CC1,-6.984,-6.028,0.956,Fase 2_Seletividade
MOL_01836,NC(=O)C(=O)C1C(CF)CCC1c1cnccc1N,-6.984,-6.403,0.581,Fase 3_Super Elite
MOL_01837,O=CC(=O)C1C(S)CCC1c1cnccc1CF,-6.982,-5.746,1.236,Fase 2_Seletividade
MOL_01838,CCCC(=O)C1C(O)CCC1c1cnccc1S,-6.981,-6.148,0.833,Fase 2_Seletividade
MOL_01839,CC(=O)C1C(F)CCC1c1cnccc1S,-6.98,-5.299,1.681,Fase 2_Seletividade
MOL_01840,CCC(=O)C1C(C)CCC1c1cnccc1C=O,-6.979,-5.539,1.44,Fase 1_Lote Inicial
MOL_01841,CCC1CCC(c2cnccc2S)C1C(=O)O,-6.977,-5.879,1.098,Fase 2_Seletividade
MOL_01842,CCCC(=O)C1C(C)CCC1c1cnccc1C(=O)OC,-6.977,-5.951,1.026,Fase 1_Lote Inicial
MOL_01843,CCCC(=O)C1C(S)CCC1c1cnccc1O,-6.977,-5.953,1.024,Fase 2_Seletividade
MOL_01844,CCC1CCC(c2cnccc2I)C1C(=O)C(N)=O,-6.977,-6.13,0.847,Fase 2_Seletividade
MOL_01845,CNC(=O)C1C(O)CCC1c1cnccc1OC,-6.976,-6.162,0.814,Fase 2_Seletividade
MOL_01846,O=CC(=O)C1C(C=O)CCC1c1cnccc1Br,-6.973,-5.81,1.163,Fase 2_Seletividade
MOL_01847,CCC1CCC(c2cnccc2CF)C1C(=O)C=O,-6.973,-5.829,1.144,Fase 2_Seletividade
MOL_01848,CNC(=O)C1C(OC)CCC1c1cnccc1N,-6.973,-6.329,0.644,Fase 2_Seletividade
MOL_01849,CC(=O)C1C(S)CCC1c1cnccc1F,-6.971,-5.524,1.447,Fase 2_Seletividade
MOL_01850,CC(C)C(=O)C1C(N)CCC1c1cnccc1I,-6.971,-5.726,1.245,Fase 2_Seletividade
MOL_01851,CCNC(=O)C1C(N)CCC1c1cnccc1I,-6.971,-6.139,0.832,Fase 2_Seletividade
MOL_01852,O=CC(=O)C1C(CF)CCC1c1cnccc1I,-6.97,-5.672,1.298,Fase 2_Seletividade
MOL_01853,O=C(C1CC1)C1C(CF)CCC1c1cnccc1C1CC1,-6.97,-5.903,1.067,Fase 3_Super Elite
MOL_01854,CCNC(=O)C1C(CC)CCC1c1cnccc1I,-6.97,-6.052,0.918,Fase 2_Seletividade
MOL_01855,CCCC(=O)C1C(S)CCC1c1cnccc1CC,-6.968,-4.994,1.974,Fase 2_Seletividade
MOL_01856,COC(=O)C1C(S)CCC1c1cnccc1C,-6.968,-5.798,1.17,Fase 2_Seletividade
MOL_01857,NC1CCC(c2cnccc2Br)C1C(=O)C1CCC1,-6.968,-6.128,0.84,Fase 2_Seletividade
MOL_01858,O=C(O)C1C(O)CCC1c1cnccc1S,-6.965,-5.961,1.004,Fase 2_Seletividade
MOL_01859,CC(=O)C1C(O)CCC1c1cnccc1F,-6.964,-6.127,0.837,Fase 2_Seletividade
MOL_01860,COC(=O)C1C(S)CCC1c1cnccc1C#N,-6.963,-5.563,1.4,Fase 2_Seletividade
MOL_01861,CCC1CCC(c2cnccc2C)C1C(=O)C=O,-6.959,-5.619,1.34,Fase 2_Seletividade
MOL_01862,COC(=O)C1C(N)CCC1c1cnccc1O,-6.959,-5.681,1.278,Fase 2_Seletividade
MOL_01863,CCC(=O)C1C(CC)CCC1c1cnccc1OC,-6.958,-5.563,1.395,Fase 2_Seletividade
MOL_01864,CC(=O)C1C(N)CCC1c1cnccc1C=O,-6.956,-5.971,0.985,Fase 2_Seletividade
MOL_01865,NC1CCC(c2cnccc2I)C1C(=O)O,-6.955,-5.979,0.976,Fase 2_Seletividade
MOL_01866,COC1CCC(c2cnccc2C(C)C)C1C(C)=O,-6.955,-6.103,0.852,Fase 2_Seletividade
MOL_01867,NC(=O)C1C(N)CCC1c1cnccc1S,-6.954,-5.783,1.171,Fase 2_Seletividade
MOL_01868,COC(=O)C1C(C#N)CCC1c1cnccc1F,-6.953,-5.831,1.122,Fase 2_Seletividade
MOL_01869,CNC(=O)C1C(S)CCC1c1cnccc1O,-6.953,-6.407,0.546,Fase 2_Seletividade
MOL_01870,COC(=O)C1C(F)CCC1c1cnccc1O,-6.949,-5.624,1.325,Fase 2_Seletividade
MOL_01871,CCC1CCC(c2cnccc2C)C1C(N)=O,-6.947,-5.958,0.989,Fase 2_Seletividade
MOL_01872,O=C(O)C(=O)C1C(S)CCC1c1cnccc1Br,-6.947,-5.978,0.969,Fase 2_Seletividade
MOL_01873,O=CC1CCC(c2cnccc2I)C1C(=O)C1CC1,-6.946,-5.792,1.154,Fase 2_Seletividade
MOL_01874,CCc1ccncc1C1CCC(OC)C1C(=O)C(=O)O,-6.942,-5.893,1.049,Fase 2_Seletividade
MOL_01875,CNC(=O)C1C(S)CCC1c1cnccc1C(C)C,-6.941,-6.444,0.497,Fase 2_Seletividade
MOL_01876,CCCC(=O)C1C(S)CCC1c1cnccc1F,-6.94,-5.332,1.608,Fase 2_Seletividade
MOL_01877,NC(=O)C1C(C=O)CCC1c1cnccc1I,-6.939,-5.93,1.009,Fase 2_Seletividade
MOL_01878,O=C(O)C(=O)C1C(S)CCC1c1cnccc1I,-6.939,-6.012,0.927,Fase 2_Seletividade
MOL_01879,CCC1CCC(c2cnccc2C#N)C1C(=O)NC,-6.938,-5.803,1.135,Fase 2_Seletividade
MOL_01880,CCOC(=O)C1C(F)CCC1c1cnccc1C#N,-6.937,-5.809,1.128,Fase 2_Seletividade
MOL_01881,CCOC(=O)C1C(C#N)CCC1c1cnccc1CC,-6.935,-5.974,0.961,Fase 2_Seletividade
MOL_01882,CCC1CCC(c2cnccc2CF)C1C(=O)C(=O)O,-6.935,-6.054,0.881,Fase 2_Seletividade
MOL_01883,CCOC(=O)C1C(N)CCC1c1cnccc1C#N,-6.935,-6.151,0.784,Fase 2_Seletividade
MOL_01884,COC(=O)C1C(C#N)CCC1c1cnccc1N,-6.934,-5.724,1.21,Fase 2_Seletividade
MOL_01885,COC1CCC(c2cnccc2Br)C1C(=O)O,-6.934,-5.868,1.066,Fase 2_Seletividade
MOL_01886,CC(C)c1ccncc1C1CCC(C=O)C1C(N)=O,-6.934,-6.379,0.555,Fase 2_Seletividade
MOL_01887,CCCC(=O)C1C(N)CCC1c1cnccc1F,-6.931,-5.535,1.396,Fase 2_Seletividade
MOL_01888,CC(=O)C1C(O)CCC1c1cnccc1O,-6.93,-6.311,0.619,Fase 2_Seletividade
MOL_01889,COC1CCC(c2cnccc2F)C1C(C)=O,-6.929,-5.493,1.436,Fase 2_Seletividade
MOL_01890,CCOC(=O)C1C(N)CCC1c1cnccc1F,-6.929,-5.703,1.226,Fase 2_Seletividade
MOL_01891,CCC(=O)C1C(OC)CCC1c1cnccc1C(F)F,-6.928,-5.729,1.199,Fase 2_Seletividade
MOL_01892,CC(=O)C1C(S)CCC1c1cnccc1C#N,-6.927,-5.655,1.272,Fase 2_Seletividade
MOL_01893,COC(=O)C1C(C#N)CCC1c1cnccc1Br,-6.926,-5.897,1.029,Fase 2_Seletividade
MOL_01894,CCCC(=O)C1C(O)CCC1c1cnccc1C=O,-6.925,-5.675,1.25,Fase 2_Seletividade
MOL_01895,CCC1CCC(c2cnccc2F)C1C(=O)C=O,-6.924,-5.407,1.517,Fase 2_Seletividade
MOL_01896,CCc1ccncc1C1CCC(CC)C1C(=O)NC,-6.924,-6.409,0.515,Fase 2_Seletividade
MOL_01897,NC1CCC(c2cnccc2I)C1C(=O)C1CCC1,-6.923,-5.889,1.034,Fase 2_Seletividade
MOL_01898,CCNC(=O)C1C(C)CCC1c1cnccc1I,-6.923,-6.273,0.65,Fase 2_Seletividade
MOL_01899,NC(=O)C1C(C=O)CCC1c1cnccc1F,-6.923,-6.326,0.597,Fase 2_Seletividade
MOL_01900,COC1CCC(c2cnccc2C(F)F)C1C(=O)C(C)C,-6.921,-5.933,0.988,Fase 2_Seletividade
MOL_01901,NC(=O)C(=O)C1C(S)CCC1c1cnccc1CF,-6.918,-5.809,1.109,Fase 2_Seletividade
MOL_01902,CCc1ccncc1C1CCC(C=O)C1C(=O)OC,-6.918,-5.91,1.008,Fase 2_Seletividade
MOL_01903,CCCC(=O)C1C(CF)CCC1c1cnccc1C(F)F,-6.917,-5.463,1.454,Fase 3_Super Elite
MOL_01904,CC(=O)C1C(N)CCC1c1cnccc1F,-6.916,-5.765,1.151,Fase 2_Seletividade
MOL_01905,CCNC(=O)C1C(OC)CCC1c1cnccc1N,-6.916,-6.691,0.225,Fase 2_Seletividade
MOL_01906,COC(=O)C1C(OC)CCC1c1cnccc1C(F)F,-6.914,-5.491,1.423,Fase 2_Seletividade
MOL_01907,CCc1ccncc1C1CCC(CF)C1C(C)=O,-6.913,-5.839,1.074,Fase 2_Seletividade
MOL_01908,CC(=O)C1C(CF)CCC1c1cnccc1N,-6.913,-5.857,1.056,Fase 2_Seletividade
MOL_01909,CC(=O)C1C(C#N)CCC1c1cnccc1I,-6.912,-5.904,1.008,Fase 2_Seletividade
MOL_01910,COc1ccncc1C1CCC(C=O)C1C(=O)C=O,-6.91,-5.756,1.154,Fase 2_Seletividade
MOL_01911,CC(C)C(=O)C1C(O)CCC1c1cnccc1C#N,-6.91,-6.096,0.814,Fase 2_Seletividade
MOL_01912,COc1ccncc1C1CCC(OC)C1C(C)=O,-6.908,-5.677,1.231,Fase 2_Seletividade
MOL_01913,CCC1CCC(c2cnccc2Br)C1C(=O)C(N)=O,-6.908,-6.211,0.697,Fase 2_Seletividade
MOL_01914,NC(=O)C1C(N)CCC1c1cnccc1CF,-6.904,-6.111,0.793,Fase 2_Seletividade
MOL_01915,COC1CCC(c2cnccc2C2CC2)C1C(=O)C(=O)O,-6.904,-6.276,0.628,Fase 2_Seletividade
MOL_01916,O=CC(=O)C1C(S)CCC1c1cnccc1F,-6.902,-5.307,1.595,Fase 2_Seletividade
MOL_01917,CCNC(=O)C1C(S)CCC1c1cnccc1C#N,-6.902,-6.314,0.588,Fase 2_Seletividade
MOL_01918,CCCC(=O)C1C(C#N)CCC1c1cnccc1S,-6.901,-5.602,1.299,Fase 2_Seletividade
MOL_01919,COC1CCC(c2cnccc2N)C1C(=O)O,-6.9,-5.978,0.922,Fase 2_Seletividade
MOL_01920,COC(=O)C1C(N)CCC1c1cnccc1C(C)C,-6.899,-5.722,1.177,Fase 2_Seletividade
MOL_01921,CCC1CCC(c2cnccc2N)C1C(=O)C=O,-6.899,-5.831,1.068,Fase 2_Seletividade
MOL_01922,COC1CCC(c2cnccc2O)C1C(=O)O,-6.899,-6.06,0.839,Fase 2_Seletividade
MOL_01923,N#Cc1ccncc1C1CCC(S)C1C(=O)O,-6.898,-6.017,0.881,Fase 2_Seletividade
MOL_01924,CCCC(=O)C1C(OC)CCC1c1cnccc1CC,-6.897,-5.19,1.707,Fase 2_Seletividade
MOL_01925,COC(=O)C1C(O)CCC1c1cnccc1C(C)C,-6.897,-5.741,1.156,Fase 2_Seletividade
MOL_01926,COC1CCC(c2cnccc2O)C1C(=O)C=O,-6.897,-6.027,0.87,Fase 2_Seletividade
MOL_01927,CCc1ccncc1C1CCC(O)C1C(=O)C1CCC1,-6.894,-5.784,1.11,Fase 2_Seletividade
MOL_01928,CCC1CCC(c2cnccc2OC)C1C(=O)C(C)C,-6.894,-5.837,1.057,Fase 2_Seletividade
MOL_01929,CCNC(=O)C1C(S)CCC1c1cnccc1C(F)F,-6.893,-6.282,0.611,Fase 2_Seletividade
MOL_01930,CCC(=O)C1C(S)CCC1c1cnccc1C(C)C,-6.892,-5.384,1.508,Fase 2_Seletividade
MOL_01931,N#CC1CCC(c2cnccc2Br)C1C(N)=O,-6.891,-6.282,0.609,Fase 2_Seletividade
MOL_01932,CCC(=O)C1C(N)CCC1c1cnccc1N,-6.89,-5.837,1.053,Fase 2_Seletividade
MOL_01933,Cc1ccncc1C1CCC(CF)C1C(=O)C(N)=O,-6.89,-6.237,0.653,Fase 2_Seletividade
MOL_01934,CCOC(=O)C1C(C=O)CCC1c1cnccc1N,-6.887,-5.898,0.989,Fase 2_Seletividade
MOL_01935,CCCCC(=O)C1C(C)CCC1c1cnccc1C=NO,-6.886,-6.529,0.357,Fase 1_Lote Inicial
MOL_01936,CCOC(=O)C1C(C#N)CCC1c1cnccc1N,-6.885,-6.089,0.796,Fase 2_Seletividade
MOL_01937,O=CC(=O)C1C(C=O)CCC1c1cnccc1S,-6.884,-5.609,1.275,Fase 2_Seletividade
MOL_01938,CCOC(=O)C1C(CF)CCC1c1cnccc1CC,-6.882,-5.613,1.269,Fase 2_Seletividade
MOL_01939,CC1CCC(c2cnccc2C=O)C1C(=O)O,-6.882,-5.913,0.969,Fase 2_Seletividade
MOL_01940,CCC1CCC(c2cnccc2O)C1C(=O)C(=O)O,-6.881,-6.311,0.57,Fase 2_Seletividade
MOL_01941,Nc1ccncc1C1CCC(CF)C1C(=O)O,-6.877,-6.192,0.685,Fase 2_Seletividade
MOL_01942,CCNC(=O)C1C(C=O)CCC1c1cnccc1S,-6.877,-6.353,0.524,Fase 2_Seletividade
MOL_01943,CNC(=O)C1C(C)CCC1c1cnccc1C#N,-6.873,-6.38,0.493,Fase 2_Seletividade
MOL_01944,N#Cc1ccncc1C1CCC(C#N)C1C(=O)C1CC1,-6.869,-6.145,0.724,Fase 2_Seletividade
MOL_01945,COC1CCC(c2cnccc2CF)C1C(C)=O,-6.868,-5.774,1.094,Fase 2_Seletividade
MOL_01946,CC(=O)C1C(O)CCC1c1cnccc1S,-6.868,-5.97,0.898,Fase 2_Seletividade
MOL_01947,CC(=O)C1C(F)CCC1c1cnccc1I,-6.868,-6.009,0.859,Fase 2_Seletividade
MOL_01948,CCNC(=O)C1C(C#N)CCC1c1cnccc1S,-6.868,-6.387,0.481,Fase 2_Seletividade
MOL_01949,CCC1CCC(c2cnccc2N)C1C(=O)O,-6.863,-6.276,0.587,Fase 2_Seletividade
MOL_01950,COC1CCC(c2cnccc2I)C1C(=O)C(N)=O,-6.861,-6.18,0.681,Fase 2_Seletividade
MOL_01951,CCNC(=O)C1C(OC)CCC1c1cnccc1C,-6.861,-6.302,0.559,Fase 2_Seletividade
MOL_01952,CCOC(=O)C1C(S)CCC1c1cnccc1I,-6.859,-5.493,1.366,Fase 2_Seletividade
MOL_01953,CCCC(=O)C1C(CC)CCC1c1cnccc1C=NO,-6.857,-6.005,0.852,Fase 1_Lote Inicial
MOL_01954,COC1CCC(c2cnccc2C2CC2)C1C(=O)O,-6.857,-6.021,0.836,Fase 2_Seletividade
MOL_01955,CC(C)C(=O)C1C(S)CCC1c1cnccc1O,-6.855,-6.084,0.771,Fase 2_Seletividade
MOL_01956,CCCC(=O)C1CCCC1(C)Cc1cnccc1C(=O)OC,-6.853,-5.614,1.239,Fase 1_Lote Inicial
MOL_01957,NC(=O)C(=O)C1C(S)CCC1c1cnccc1Br,-6.853,-6.027,0.826,Fase 2_Seletividade
MOL_01958,CCNC(=O)C1C(S)CCC1c1cnccc1CC,-6.85,-5.795,1.055,Fase 2_Seletividade
MOL_01959,CCCC(=O)C1C(OC)CCC1c1cnccc1N=[N+]=[N-],-6.849,-5.684,1.165,Fase 1_Lote Inicial
MOL_01960,CCc1ccncc1C1CCC(S)C1C(=O)NC,-6.848,-6.099,0.749,Fase 2_Seletividade
MOL_01961,COC(=O)C1C(C#N)CCC1c1cnccc1C#N,-6.848,-6.111,0.737,Fase 2_Seletividade
MOL_01962,CCNC(=O)C1C(S)CCC1c1cnccc1C1CC1,-6.848,-6.285,0.563,Fase 2_Seletividade
MOL_01963,CC(=O)C1C(F)CCC1c1cnccc1N,-6.846,-5.82,1.026,Fase 2_Seletividade
MOL_01964,COC(=O)C1C(N)CCC1c1cnccc1F,-6.846,-5.858,0.988,Fase 2_Seletividade
MOL_01965,COC(=O)C1C(N)CCC1c1cnccc1S,-6.844,-5.548,1.296,Fase 2_Seletividade
MOL_01966,CCC1CCC(c2cnccc2C(C)C)C1C(=O)C=O,-6.844,-5.823,1.021,Fase 2_Seletividade
MOL_01967,CCOC(=O)C1C(O)CCC1c1cnccc1N,-6.844,-6.22,0.624,Fase 2_Seletividade
MOL_01968,O=CC(=O)C1C(O)CCC1c1cnccc1I,-6.843,-5.822,1.021,Fase 2_Seletividade
MOL_01969,CCNC(=O)C1C(OC)CCC1c1cnccc1C=O,-6.843,-6.411,0.432,Fase 2_Seletividade
MOL_01970,CC(C)C(=O)C1C(O)CCC1c1cnccc1I,-6.842,-5.855,0.987,Fase 2_Seletividade
MOL_01971,CNC(=O)C1C(S)CCC1c1cnccc1C#N,-6.84,-6.127,0.713,Fase 2_Seletividade
MOL_01972,CCC1CCC(c2cnccc2C)C1C(=O)C(N)=O,-6.838,-6.04,0.798,Fase 2_Seletividade
MOL_01973,CCOC(=O)C1C(O)CCC1c1cnccc1C(C)C,-6.835,-5.737,1.098,Fase 2_Seletividade
MOL_01974,O=C(O)C1C(O)CCC1c1cnccc1CF,-6.834,-6.113,0.721,Fase 2_Seletividade
MOL_01975,CCC1CCC(c2cnccc2S)C1C(=O)C=O,-6.832,-5.579,1.253,Fase 2_Seletividade
MOL_01976,CCOC(=O)C1C(CC)CCC1c1cnccc1C,-6.832,-5.742,1.09,Fase 2_Seletividade
MOL_01977,COC(=O)C1C(O)CCC1c1cnccc1F,-6.832,-5.813,1.019,Fase 3_Super Elite
MOL_01978,CC(=O)C1C(CF)CCC1c1cnccc1C=O,-6.828,-5.856,0.972,Fase 2_Seletividade
MOL_01979,CC1CCC(c2cnccc2C#N)C1C(=O)CC1CCC1F,-6.827,-6.903,-0.076,Fase 1_Lote Inicial
MOL_01980,O=CC(=O)C1C(S)CCC1c1cnccc1O,-6.825,-5.872,0.953,Fase 2_Seletividade
MOL_01981,CC(=O)C1C(N)CCC1c1cnccc1C(F)F,-6.825,-6.249,0.576,Fase 2_Seletividade
MOL_01982,COC(=O)C1C(CF)CCC1c1cnccc1C=O,-6.822,-5.693,1.129,Fase 2_Seletividade
MOL_01983,CCC1CCC(c2cnccc2C#N)C1C(=O)C1CC1,-6.82,-5.931,0.889,Fase 2_Seletividade
MOL_01984,CCC(=O)C1C(C#N)CCC1c1cnccc1C#N,-6.82,-6.021,0.799,Fase 2_Seletividade
MOL_01985,CNC(=O)C1C(OC)CCC1c1cnccc1C#N,-6.82,-6.606,0.214,Fase 2_Seletividade
MOL_01986,O=CC(=O)C1C(CF)CCC1c1cnccc1C(F)F,-6.819,-5.895,0.924,Fase 2_Seletividade
MOL_01987,COC(=O)C1C(S)CCC1c1cnccc1N,-6.818,-5.795,1.023,Fase 2_Seletividade
MOL_01988,NC1CCC(c2cnccc2C=O)C1C(=O)C1CC1,-6.817,-5.977,0.84,Fase 2_Seletividade
MOL_01989,CCNC(=O)C1C(CC)CCC1c1cnccc1CF,-6.816,-6.004,0.812,Fase 2_Seletividade
MOL_01990,N#CC1CCC(c2cnccc2C=O)C1C(=O)C=O,-6.815,-5.8,1.015,Fase 2_Seletividade
MOL_01991,N#CC1CCC(c2cnccc2I)C1C(N)=O,-6.815,-6.167,0.648,Fase 2_Seletividade
MOL_01992,NC(=O)C1C(C=O)CCC1c1cnccc1Br,-6.814,-6.353,0.461,Fase 2_Seletividade
MOL_01993,CCC(=O)C1C(OC)CCC1c1cnccc1F,-6.813,-5.419,1.394,Fase 2_Seletividade
MOL_01994,CCC(=O)C1C(S)CCC1c1cnccc1I,-6.81,-5.259,1.551,Fase 2_Seletividade
MOL_01995,CCOC(=O)C1C(S)CCC1c1cnccc1Br,-6.808,-5.481,1.327,Fase 2_Seletividade
MOL_01996,COC1CCC(c2cnccc2C2CC2)C1C(=O)C1CCC1,-6.808,-6.374,0.434,Fase 2_Seletividade
MOL_01997,CCNC(=O)C1C(C)CCC1c1cnccc1OC,-6.808,-6.773,0.035,Fase 2_Seletividade
MOL_01998,N#CC1CCC(c2cnccc2F)C1C(N)=O,-6.805,-6.398,0.407,Fase 2_Seletividade
MOL_01999,CNC(=O)C1C(C=O)CCC1c1cnccc1O,-6.804,-6.298,0.506,Fase 2_Seletividade
MOL_02000,CCOC(=O)C1C(N)CCC1c1cnccc1S,-6.803,-5.619,1.184,Fase 2_Seletividade
MOL_02001,CCCC(=O)C1C(S)CCC1c1cnccc1OC,-6.802,-5.44,1.362,Fase 2_Seletividade
MOL_02002,NC(=O)C1C(C=O)CCC1c1cnccc1C1CC1,-6.802,-6.498,0.304,Fase 2_Seletividade
MOL_02003,COC(=O)C1C(C=O)CCC1c1cnccc1S,-6.801,-5.541,1.26,Fase 2_Seletividade
MOL_02004,NC(=O)C1C(S)CCC1c1cnccc1C=O,-6.801,-5.603,1.198,Fase 2_Seletividade
MOL_02005,CNC(=O)C1C(OC)CCC1c1cnccc1S,-6.798,-5.585,1.213,Fase 2_Seletividade
MOL_02006,COC(=O)C1C(CF)CCC1c1cnccc1I,-6.798,-5.736,1.062,Fase 3_Super Elite
MOL_02007,COC1CCC(c2cnccc2C(C)C)C1C(=O)C=O,-6.798,-5.783,1.015,Fase 2_Seletividade
MOL_02008,Cc1ccncc1C1CCC(F)C1C(=O)O,-6.798,-5.877,0.921,Fase 2_Seletividade
MOL_02009,CC(=O)C1C(CF)CCC1c1cnccc1I,-6.796,-5.646,1.15,Fase 2_Seletividade
MOL_02010,CCCC(=O)C1C(CF)CCC1c1cnccc1I,-6.793,-5.921,0.872,Fase 3_Super Elite
MOL_02011,CCOC(=O)C1C(S)CCC1c1cnccc1C,-6.79,-5.07,1.72,Fase 2_Seletividade
MOL_02012,NC(=O)C(=O)C1C(S)CCC1c1cnccc1C1CC1,-6.789,-5.889,0.9,Fase 2_Seletividade
MOL_02013,N#CC1CCC(c2cnccc2N)C1C(=O)C1CC1,-6.789,-6.434,0.355,Fase 2_Seletividade
MOL_02014,O=CC(=O)C1C(C=O)CCC1c1cnccc1C1CC1,-6.788,-5.841,0.947,Fase 2_Seletividade
